  # Astr silicate from Weingartner & Draine (2001), extended to X-rays by V.Z.
  # lamda [mu]         n - 1              k
  9.74446715e-01  6.66546676e-01  3.10972980e-02
  9.78739896e-01  6.66544800e-01  3.11045450e-02
  9.83051991e-01  6.66543007e-01  3.11118183e-02
  9.87383084e-01  6.66541253e-01  3.11190598e-02
  9.91733258e-01  6.66539482e-01  3.11263263e-02
  9.96102599e-01  6.66537610e-01  3.11335817e-02
  1.00049119e+00  6.66535376e-01  3.11409419e-02
  1.00489912e+00  6.66533307e-01  3.11493534e-02
  1.00932646e+00  6.66531854e-01  3.11577280e-02
  1.01377331e+00  6.66530658e-01  3.11659375e-02
  1.01823976e+00  6.66529491e-01  3.11739767e-02
  1.02272588e+00  6.66528148e-01  3.11819807e-02
  1.02723177e+00  6.66526803e-01  3.11903866e-02
  1.03175751e+00  6.66525609e-01  3.11988193e-02
  1.03630318e+00  6.66524418e-01  3.12073301e-02
  1.04086889e+00  6.66523357e-01  3.12161232e-02
  1.04545471e+00  6.66522486e-01  3.12248778e-02
  1.05006073e+00  6.66521688e-01  3.12336308e-02
  1.05468705e+00  6.66520928e-01  3.12423660e-02
  1.05933375e+00  6.66520113e-01  3.12510644e-02
  1.06400092e+00  6.66519282e-01  3.12599249e-02
  1.06868866e+00  6.66518433e-01  3.12687465e-02
  1.07339705e+00  6.66517496e-01  3.12777076e-02
  1.07812618e+00  6.66516631e-01  3.12868935e-02
  1.08287615e+00  6.66515863e-01  3.12960392e-02
  1.08764704e+00  6.66515101e-01  3.13051953e-02
  1.09243895e+00  6.66514319e-01  3.13143251e-02
  1.09725198e+00  6.66513452e-01  3.13234365e-02
  1.10208621e+00  6.66512524e-01  3.13326248e-02
  1.10694174e+00  6.66511525e-01  3.13417727e-02
  1.11181866e+00  6.66510406e-01  3.13509549e-02
  1.11671707e+00  6.66509178e-01  3.13601612e-02
  1.12163706e+00  6.66507712e-01  3.13693270e-02
  1.12657873e+00  6.66506148e-01  3.13788711e-02
  1.13154216e+00  6.66504690e-01  3.13884064e-02
  1.13652747e+00  6.66503214e-01  3.13978057e-02
  1.14153474e+00  6.66501501e-01  3.14069507e-02
  1.14656407e+00  6.66499325e-01  3.14160556e-02
  1.15161556e+00  6.66496843e-01  3.14255238e-02
  1.15668930e+00  6.66494304e-01  3.14351437e-02
  1.16178540e+00  6.66491650e-01  3.14447218e-02
  1.16690395e+00  6.66488765e-01  3.14542623e-02
  1.17204505e+00  6.66485524e-01  3.14637611e-02
  1.17720880e+00  6.66481912e-01  3.14734562e-02
  1.18239530e+00  6.66478127e-01  3.14834032e-02
  1.18760465e+00  6.66474178e-01  3.14933066e-02
  1.19283696e+00  6.66469957e-01  3.15032359e-02
  1.19809231e+00  6.66465424e-01  3.15131360e-02
  1.20337082e+00  6.66460492e-01  3.15230243e-02
  1.20867259e+00  6.66455165e-01  3.15329942e-02
  1.21399771e+00  6.66449407e-01  3.15429203e-02
  1.21934630e+00  6.66443115e-01  3.15528538e-02
  1.22471845e+00  6.66436207e-01  3.15627794e-02
  1.23011426e+00  6.66428421e-01  3.15726614e-02
  1.23553386e+00  6.66419782e-01  3.15830239e-02
  1.24097732e+00  6.66409976e-01  3.15933596e-02
  1.24644477e+00  6.66398700e-01  3.16049105e-02
  1.25193631e+00  6.66387310e-01  3.16186942e-02
  1.25745205e+00  6.66375779e-01  3.16324174e-02
  1.26299208e+00  6.66364046e-01  3.16481523e-02
  1.26855652e+00  6.66353016e-01  3.16645513e-02
  1.27414548e+00  6.66342031e-01  3.16810422e-02
  1.27975906e+00  6.66331269e-01  3.16987154e-02
  1.28539738e+00  6.66320866e-01  3.17163111e-02
  1.29106053e+00  6.66310453e-01  3.17344323e-02
  1.29674864e+00  6.66300365e-01  3.17530645e-02
  1.30246180e+00  6.66290417e-01  3.17716150e-02
  1.30820014e+00  6.66280560e-01  3.17906846e-02
  1.31396376e+00  6.66270911e-01  3.18097592e-02
  1.31975277e+00  6.66261202e-01  3.18289252e-02
  1.32556729e+00  6.66251622e-01  3.18485296e-02
  1.33140742e+00  6.66242261e-01  3.18680480e-02
  1.33727328e+00  6.66232917e-01  3.18875242e-02
  1.34316499e+00  6.66223515e-01  3.19069391e-02
  1.34908266e+00  6.66213907e-01  3.19262733e-02
  1.35502639e+00  6.66204165e-01  3.19458409e-02
  1.36099632e+00  6.66194311e-01  3.19653226e-02
  1.36699254e+00  6.66184247e-01  3.19849514e-02
  1.37301519e+00  6.66174218e-01  3.20048445e-02
  1.37906436e+00  6.66164472e-01  3.20246503e-02
  1.38514019e+00  6.66154569e-01  3.20436349e-02
  1.39124279e+00  6.66143966e-01  3.20623291e-02
  1.39737228e+00  6.66132610e-01  3.20810522e-02
  1.40352877e+00  6.66120863e-01  3.21002805e-02
  1.40971238e+00  6.66108920e-01  3.21194245e-02
  1.41592324e+00  6.66096584e-01  3.21385323e-02
  1.42216146e+00  6.66083784e-01  3.21575952e-02
  1.42842716e+00  6.66070280e-01  3.21765745e-02
  1.43472047e+00  6.66056260e-01  3.21961245e-02
  1.44104151e+00  6.66041873e-01  3.22156418e-02
  1.44739040e+00  6.66026850e-01  3.22353435e-02
  1.45376725e+00  6.66011408e-01  3.22555498e-02
  1.46017221e+00  6.65995297e-01  3.22756675e-02
  1.46660538e+00  6.65978713e-01  3.22969850e-02
  1.47306689e+00  6.65962396e-01  3.23188018e-02
  1.47955687e+00  6.65946150e-01  3.23405400e-02
  1.48607545e+00  6.65929807e-01  3.23624099e-02
  1.49262274e+00  6.65913339e-01  3.23841838e-02
  1.49919888e+00  6.65896624e-01  3.24059183e-02
  1.50580400e+00  6.65879641e-01  3.24276242e-02
  1.51243821e+00  6.65862282e-01  3.24492350e-02
  1.51910165e+00  6.65844621e-01  3.24710612e-02
  1.52579445e+00  6.65826792e-01  3.24928572e-02
  1.53251674e+00  6.65808736e-01  3.25146109e-02
  1.53926864e+00  6.65790623e-01  3.25364687e-02
  1.54605030e+00  6.65773022e-01  3.25582306e-02
  1.55286182e+00  6.65755371e-01  3.25781564e-02
  1.55970336e+00  6.65736310e-01  3.25968164e-02
  1.56657505e+00  6.65715668e-01  3.26153946e-02
  1.57347700e+00  6.65693959e-01  3.26342071e-02
  1.58040937e+00  6.65671372e-01  3.26529477e-02
  1.58737228e+00  6.65647830e-01  3.26716858e-02
  1.59436586e+00  6.65623385e-01  3.26904862e-02
  1.60139026e+00  6.65597936e-01  3.27092041e-02
  1.60844560e+00  6.65571529e-01  3.27282182e-02
  1.61553203e+00  6.65544293e-01  3.27472792e-02
  1.62264968e+00  6.65516019e-01  3.27663305e-02
  1.62979869e+00  6.65486865e-01  3.27858424e-02
  1.63697919e+00  6.65456931e-01  3.28052687e-02
  1.64419133e+00  6.65425990e-01  3.28247302e-02
  1.65143525e+00  6.65393965e-01  3.28442279e-02
  1.65871108e+00  6.65360358e-01  3.28636400e-02
  1.66601896e+00  6.65325673e-01  3.28845287e-02
  1.67335905e+00  6.65290498e-01  3.29055421e-02
  1.68073147e+00  6.65254325e-01  3.29267339e-02
  1.68813637e+00  6.65217342e-01  3.29485951e-02
  1.69557390e+00  6.65179423e-01  3.29703605e-02
  1.70304419e+00  6.65140475e-01  3.29928826e-02
  1.71054740e+00  6.65100856e-01  3.30157679e-02
  1.71808367e+00  6.65060051e-01  3.30385881e-02
  1.72565313e+00  6.65018401e-01  3.30627179e-02
  1.73325595e+00  6.64976217e-01  3.30867418e-02
  1.74089226e+00  6.64932987e-01  3.31110975e-02
  1.74856222e+00  6.64888925e-01  3.31359891e-02
  1.75626597e+00  6.64843645e-01  3.31607714e-02
  1.76400366e+00  6.64797277e-01  3.31868120e-02
  1.77177544e+00  6.64750177e-01  3.32131045e-02
  1.77958146e+00  6.64701552e-01  3.32397790e-02
  1.78742187e+00  6.64652456e-01  3.32688696e-02
  1.79529683e+00  6.64603584e-01  3.32978326e-02
  1.80320648e+00  6.64554171e-01  3.33270881e-02
  1.81115098e+00  6.64504230e-01  3.33565662e-02
  1.81913048e+00  6.64453266e-01  3.33859151e-02
  1.82714513e+00  6.64401548e-01  3.34164389e-02
  1.83519510e+00  6.64349372e-01  3.34469286e-02
  1.84328053e+00  6.64296230e-01  3.34777646e-02
  1.85140159e+00  6.64242592e-01  3.35095501e-02
  1.85955842e+00  6.64188505e-01  3.35411961e-02
  1.86775119e+00  6.64133704e-01  3.35732664e-02
  1.87598006e+00  6.64078301e-01  3.36054493e-02
  1.88424518e+00  6.64021856e-01  3.36375920e-02
  1.89254672e+00  6.63964736e-01  3.36707850e-02
  1.90088483e+00  6.63907232e-01  3.37038325e-02
  1.90925967e+00  6.63848943e-01  3.37370098e-02
  1.91767142e+00  6.63789957e-01  3.37703791e-02
  1.92612022e+00  6.63730070e-01  3.38036020e-02
  1.93460625e+00  6.63669297e-01  3.38372628e-02
  1.94312966e+00  6.63607764e-01  3.38708893e-02
  1.95169063e+00  6.63545178e-01  3.39045244e-02
  1.96028931e+00  6.63481670e-01  3.39385627e-02
  1.96892588e+00  6.63417138e-01  3.39724516e-02
  1.97760050e+00  6.63351502e-01  3.40068507e-02
  1.98631334e+00  6.63285094e-01  3.40415390e-02
  1.99506456e+00  6.63217600e-01  3.40760750e-02
  2.00385434e+00  6.63149137e-01  3.41113165e-02
  2.01268285e+00  6.63079863e-01  3.41464270e-02
  2.02155025e+00  6.63009444e-01  3.41816993e-02
  2.03045672e+00  6.62938115e-01  3.42173898e-02
  2.03940242e+00  6.62865812e-01  3.42529239e-02
  2.04838755e+00  6.62792415e-01  3.42887447e-02
  2.05741225e+00  6.62717996e-01  3.43245606e-02
  2.06647672e+00  6.62642236e-01  3.43603271e-02
  2.07558113e+00  6.62565366e-01  3.43967364e-02
  2.08472564e+00  6.62487488e-01  3.44329860e-02
  2.09391045e+00  6.62408357e-01  3.44694605e-02
  2.10313572e+00  6.62328161e-01  3.45061560e-02
  2.11240163e+00  6.62246754e-01  3.45426905e-02
  2.12170837e+00  6.62164023e-01  3.45794104e-02
  2.13105612e+00  6.62079876e-01  3.46160155e-02
  2.14044504e+00  6.61994014e-01  3.46528018e-02
  2.14987533e+00  6.61906849e-01  3.46903978e-02
  2.15934717e+00  6.61818397e-01  3.47278288e-02
  2.16886074e+00  6.61728429e-01  3.47657591e-02
  2.17841623e+00  6.61637100e-01  3.48038842e-02
  2.18801381e+00  6.61543621e-01  3.48418975e-02
  2.19765368e+00  6.61448821e-01  3.48821821e-02
  2.20733602e+00  6.61353363e-01  3.49222900e-02
  2.21706101e+00  6.61256530e-01  3.49630299e-02
  2.22682886e+00  6.61158980e-01  3.50047665e-02
  2.23663973e+00  6.61060844e-01  3.50463201e-02
  2.24649384e+00  6.60961657e-01  3.50877613e-02
  2.25639135e+00  6.60861212e-01  3.51290393e-02
  2.26633248e+00  6.60759261e-01  3.51702581e-02
  2.27631740e+00  6.60655983e-01  3.52118737e-02
  2.28634631e+00  6.60551392e-01  3.52533068e-02
  2.29641941e+00  6.60445305e-01  3.52949099e-02
  2.30653688e+00  6.60337853e-01  3.53366207e-02
  2.31669894e+00  6.60228758e-01  3.53781485e-02
  2.32690576e+00  6.60118187e-01  3.54203062e-02
  2.33715755e+00  6.60006423e-01  3.54623388e-02
  2.34745451e+00  6.59893166e-01  3.55041750e-02
  2.35779684e+00  6.59778213e-01  3.55458017e-02
  2.36818473e+00  6.59661237e-01  3.55872458e-02
  2.37861839e+00  6.59542383e-01  3.56292248e-02
  2.38909801e+00  6.59421995e-01  3.56713390e-02
  2.39962381e+00  6.59299842e-01  3.57132963e-02
  2.41019598e+00  6.59175835e-01  3.57553989e-02
  2.42081473e+00  6.59049837e-01  3.57973168e-02
  2.43148027e+00  6.58921671e-01  3.58394620e-02
  2.44219279e+00  6.58791539e-01  3.58819097e-02
  2.45295251e+00  6.58659090e-01  3.59241713e-02
  2.46375963e+00  6.58524408e-01  3.59673301e-02
  2.47461437e+00  6.58387603e-01  3.60105085e-02
  2.48551693e+00  6.58247988e-01  3.60541775e-02
  2.49646753e+00  6.58106639e-01  3.61000424e-02
  2.50746637e+00  6.57963955e-01  3.61457061e-02
  2.51851367e+00  6.57819371e-01  3.61922043e-02
  2.52960964e+00  6.57673314e-01  3.62391922e-02
  2.54075450e+00  6.57525246e-01  3.62859741e-02
  2.55194846e+00  6.57375313e-01  3.63338861e-02
  2.56319174e+00  6.57223701e-01  3.63816180e-02
  2.57448455e+00  6.57069862e-01  3.64297196e-02
  2.58582712e+00  6.56914215e-01  3.64786324e-02
  2.59721966e+00  6.56756502e-01  3.65273307e-02
  2.60866239e+00  6.56596714e-01  3.65771351e-02
  2.62015553e+00  6.56435331e-01  3.66271859e-02
  2.63169931e+00  6.56271773e-01  3.66771895e-02
  2.64329395e+00  6.56106300e-01  3.67282229e-02
  2.65493968e+00  6.55939024e-01  3.67790325e-02
  2.66663671e+00  6.55769546e-01  3.68302639e-02
  2.67838528e+00  6.55598162e-01  3.68818962e-02
  2.69018561e+00  6.55424488e-01  3.69333020e-02
  2.70203792e+00  6.55248611e-01  3.69856261e-02
  2.71394246e+00  6.55070728e-01  3.70378634e-02
  2.72589944e+00  6.54890309e-01  3.70903674e-02
  2.73790911e+00  6.54707949e-01  3.71439982e-02
  2.74997168e+00  6.54523914e-01  3.71973939e-02
  2.76208740e+00  6.54337677e-01  3.72506671e-02
  2.77425650e+00  6.54149019e-01  3.73037666e-02
  2.78647922e+00  6.53957426e-01  3.73566744e-02
  2.79875578e+00  6.53763282e-01  3.74106344e-02
  2.81108643e+00  6.53566781e-01  3.74643577e-02
  2.82347141e+00  6.53367453e-01  3.75184627e-02
  2.83591095e+00  6.53165694e-01  3.75732205e-02
  2.84840530e+00  6.52961174e-01  3.76277382e-02
  2.86095470e+00  6.52753969e-01  3.76833968e-02
  2.87355938e+00  6.52544525e-01  3.77391708e-02
  2.88621960e+00  6.52332255e-01  3.77949416e-02
  2.89893560e+00  6.52117408e-01  3.78516032e-02
  2.91170762e+00  6.51899981e-01  3.79080163e-02
  2.92453591e+00  6.51679654e-01  3.79649570e-02
  2.93742072e+00  6.51456773e-01  3.80222661e-02
  2.95036229e+00  6.51230941e-01  3.80793239e-02
  2.96336089e+00  6.51002145e-01  3.81370921e-02
  2.97641675e+00  6.50770408e-01  3.81946732e-02
  2.98953013e+00  6.50535219e-01  3.82525700e-02
  3.00270129e+00  6.50297094e-01  3.83114494e-02
  3.01593048e+00  6.50056016e-01  3.83700705e-02
  3.02921795e+00  6.49811545e-01  3.84290200e-02
  3.04256396e+00  6.49563589e-01  3.84879696e-02
  3.05596878e+00  6.49311353e-01  3.85467933e-02
  3.06943265e+00  6.49054880e-01  3.86068909e-02
  3.08295584e+00  6.48792960e-01  3.86667248e-02
  3.09653861e+00  6.48525467e-01  3.87310186e-02
  3.11018122e+00  6.48256399e-01  3.88005894e-02
  3.12388394e+00  6.47985144e-01  3.88698551e-02
  3.13764702e+00  6.47711872e-01  3.89443325e-02
  3.15147075e+00  6.47438617e-01  3.90195418e-02
  3.16535538e+00  6.47163659e-01  3.90950417e-02
  3.17930118e+00  6.46887328e-01  3.91724101e-02
  3.19330843e+00  6.46609502e-01  3.92494391e-02
  3.20737738e+00  6.46329916e-01  3.93280804e-02
  3.22150832e+00  6.46049842e-01  3.94076632e-02
  3.23570152e+00  6.45769587e-01  3.94868969e-02
  3.24995725e+00  6.45488363e-01  3.95646455e-02
  3.26427579e+00  6.45206653e-01  3.96420370e-02
  3.27865741e+00  6.44924715e-01  3.97157975e-02
  3.29310240e+00  6.44638566e-01  3.97835223e-02
  3.30761102e+00  6.44346890e-01  3.98509500e-02
  3.32218357e+00  6.44050964e-01  3.99168673e-02
  3.33682032e+00  6.43750485e-01  3.99820838e-02
  3.35152156e+00  6.43445889e-01  4.00469470e-02
  3.36628756e+00  6.43137283e-01  4.01110496e-02
  3.38111862e+00  6.42825033e-01  4.01748711e-02
  3.39601503e+00  6.42509003e-01  4.02369008e-02
  3.41097706e+00  6.42187897e-01  4.02972128e-02
  3.42600501e+00  6.41861480e-01  4.03572604e-02
  3.44109918e+00  6.41530218e-01  4.04170541e-02
  3.45625984e+00  6.41194235e-01  4.04765868e-02
  3.47148730e+00  6.40853565e-01  4.05357567e-02
  3.48678184e+00  6.40508006e-01  4.05943901e-02
  3.50214378e+00  6.40157378e-01  4.06527663e-02
  3.51757339e+00  6.39801757e-01  4.07110405e-02
  3.53307098e+00  6.39441196e-01  4.07691409e-02
  3.54863685e+00  6.39075580e-01  4.08269949e-02
  3.56427130e+00  6.38704935e-01  4.08848283e-02
  3.57997463e+00  6.38329344e-01  4.09424081e-02
  3.59574714e+00  6.37948626e-01  4.09995198e-02
  3.61158915e+00  6.37562396e-01  4.10560774e-02
  3.62750095e+00  6.37170227e-01  4.11123869e-02
  3.64348286e+00  6.36772457e-01  4.11693560e-02
  3.65953517e+00  6.36369504e-01  4.12263110e-02
  3.67565822e+00  6.35961107e-01  4.12830373e-02
  3.69185229e+00  6.35547077e-01  4.13396132e-02
  3.70811771e+00  6.35127176e-01  4.13959410e-02
  3.72445480e+00  6.34701337e-01  4.14524494e-02
  3.74086386e+00  6.34269740e-01  4.15090539e-02
  3.75734521e+00  6.33832122e-01  4.15654101e-02
  3.77389918e+00  6.33388474e-01  4.16221241e-02
  3.79052608e+00  6.32938832e-01  4.16786305e-02
  3.80722624e+00  6.32482841e-01  4.17350975e-02
  3.82399997e+00  6.32020515e-01  4.17917620e-02
  3.84084760e+00  6.31551394e-01  4.18481779e-02
  3.85776947e+00  6.31075633e-01  4.19057952e-02
  3.87476588e+00  6.30593786e-01  4.19637765e-02
  3.89183718e+00  6.30104953e-01  4.20217476e-02
  3.90898368e+00  6.29610205e-01  4.20823385e-02
  3.92620573e+00  6.29110711e-01  4.21426636e-02
  3.94350366e+00  6.28605483e-01  4.22022876e-02
  3.96087780e+00  6.28093832e-01  4.22611433e-02
  3.97832849e+00  6.27575573e-01  4.23197408e-02
  3.99585605e+00  6.27050587e-01  4.23777124e-02
  4.01346084e+00  6.26518621e-01  4.24353604e-02
  4.03114320e+00  6.25979700e-01  4.24927415e-02
  4.04890345e+00  6.25433829e-01  4.25498219e-02
  4.06674196e+00  6.24881177e-01  4.26066519e-02
  4.08465906e+00  6.24321697e-01  4.26626562e-02
  4.10265509e+00  6.23755311e-01  4.27180402e-02
  4.12073041e+00  6.23184105e-01  4.27731813e-02
  4.13888537e+00  6.22604577e-01  4.28200741e-02
  4.15712031e+00  6.22013281e-01  4.28666405e-02
  4.17543560e+00  6.21412219e-01  4.29123376e-02
  4.19383157e+00  6.20800884e-01  4.29566908e-02
  4.21230859e+00  6.20178804e-01  4.30008495e-02
  4.23086702e+00  6.19546526e-01  4.30455213e-02
  4.24950722e+00  6.18904408e-01  4.30902362e-02
  4.26822953e+00  6.18252167e-01  4.31348175e-02
  4.28703434e+00  6.17589749e-01  4.31796223e-02
  4.30592199e+00  6.16917019e-01  4.32242305e-02
  4.32489286e+00  6.16233657e-01  4.32688927e-02
  4.34394731e+00  6.15539542e-01  4.33135978e-02
  4.36308570e+00  6.14834138e-01  4.33581069e-02
  4.38230842e+00  6.14117282e-01  4.34032807e-02
  4.40161583e+00  6.13388453e-01  4.34483627e-02
  4.42100830e+00  6.12646690e-01  4.34947493e-02
  4.44048621e+00  6.11893875e-01  4.35449185e-02
  4.46004993e+00  6.11130085e-01  4.35948676e-02
  4.47969985e+00  6.10354713e-01  4.36476696e-02
  4.49943634e+00  6.09569071e-01  4.37018475e-02
  4.51925979e+00  6.08771875e-01  4.37558757e-02
  4.53917057e+00  6.07963162e-01  4.38122220e-02
  4.55916908e+00  6.07142924e-01  4.38683212e-02
  4.57925569e+00  6.06310043e-01  4.39257208e-02
  4.59943080e+00  6.05465453e-01  4.39850398e-02
  4.61969480e+00  6.04608509e-01  4.40440986e-02
  4.64004807e+00  6.03738855e-01  4.41051977e-02
  4.66049102e+00  6.02856836e-01  4.41666098e-02
  4.68102403e+00  6.01961020e-01  4.42283076e-02
  4.70164751e+00  6.01051823e-01  4.42923243e-02
  4.72236185e+00  6.00128791e-01  4.43560602e-02
  4.74316745e+00  5.99191065e-01  4.44220277e-02
  4.76406472e+00  5.98239490e-01  4.44896726e-02
  4.78505406e+00  5.97271325e-01  4.45570207e-02
  4.80613586e+00  5.96288814e-01  4.46324181e-02
  4.82731055e+00  5.95294599e-01  4.47080089e-02
  4.84857854e+00  5.94285757e-01  4.47846383e-02
  4.86994022e+00  5.93262736e-01  4.48637980e-02
  4.89139602e+00  5.92224533e-01  4.49426104e-02
  4.91294634e+00  5.91170538e-01  4.50244578e-02
  4.93459161e+00  5.90101542e-01  4.51073755e-02
  4.95633225e+00  5.89015181e-01  4.51903918e-02
  4.97816867e+00  5.87912239e-01  4.52780671e-02
  5.00010130e+00  5.86792375e-01  4.53653578e-02
  5.02213055e+00  5.85653812e-01  4.54566947e-02
  5.04425686e+00  5.84499245e-01  4.55527390e-02
  5.06648066e+00  5.83326457e-01  4.56483619e-02
  5.08880237e+00  5.82135893e-01  4.57515980e-02
  5.11122242e+00  5.80929452e-01  4.58558343e-02
  5.13374125e+00  5.79703354e-01  4.59618904e-02
  5.15635929e+00  5.78459851e-01  4.60751779e-02
  5.17907698e+00  5.77198511e-01  4.61879685e-02
  5.20189476e+00  5.75917611e-01  4.63066392e-02
  5.22481307e+00  5.74619729e-01  4.64288833e-02
  5.24783235e+00  5.73300647e-01  4.65505911e-02
  5.27095305e+00  5.71962442e-01  4.66828223e-02
  5.29417562e+00  5.70607238e-01  4.68146029e-02
  5.31750049e+00  5.69230701e-01  4.69495784e-02
  5.34092814e+00  5.67835113e-01  4.70903036e-02
  5.36445899e+00  5.66418535e-01  4.72304115e-02
  5.38809352e+00  5.64980402e-01  4.73777750e-02
  5.41183218e+00  5.63522854e-01  4.75270755e-02
  5.43567542e+00  5.62041572e-01  4.76770788e-02
  5.45962372e+00  5.60538217e-01  4.78352607e-02
  5.48367752e+00  5.59012365e-01  4.79927488e-02
  5.50783730e+00  5.57461359e-01  4.81568303e-02
  5.53210352e+00  5.55889024e-01  4.83270577e-02
  5.55647665e+00  5.54291558e-01  4.84965385e-02
  5.58095716e+00  5.52669705e-01  4.86768391e-02
  5.60554553e+00  5.51025441e-01  4.88576778e-02
  5.63024223e+00  5.49353329e-01  4.90421573e-02
  5.65504774e+00  5.47657561e-01  4.92373982e-02
  5.67996253e+00  5.45937643e-01  4.94317826e-02
  5.70498709e+00  5.44191102e-01  4.96340168e-02
  5.73012191e+00  5.42420835e-01  4.98398703e-02
  5.75536746e+00  5.40621550e-01  5.00453009e-02
  5.78072424e+00  5.38795208e-01  5.02618771e-02
  5.80619273e+00  5.36943264e-01  5.04775033e-02
  5.83177344e+00  5.35060925e-01  5.06972232e-02
  5.85746684e+00  5.33150671e-01  5.09229059e-02
  5.88327345e+00  5.31209095e-01  5.11475986e-02
  5.90919375e+00  5.29236665e-01  5.13828579e-02
  5.93522825e+00  5.27236882e-01  5.16199334e-02
  5.96137745e+00  5.25204780e-01  5.18577200e-02
  5.98764186e+00  5.23141434e-01  5.21022971e-02
  6.01402199e+00  5.21046460e-01  5.23458013e-02
  6.04051834e+00  5.18917132e-01  5.25930492e-02
  6.06713142e+00  5.16755065e-01  5.28429471e-02
  6.09386176e+00  5.14557097e-01  5.30917488e-02
  6.12070986e+00  5.12324660e-01  5.33475861e-02
  6.14767625e+00  5.10061994e-01  5.36027951e-02
  6.17476145e+00  5.07766650e-01  5.38519782e-02
  6.20196598e+00  5.05431117e-01  5.40899782e-02
  6.22929037e+00  5.03056162e-01  5.43269342e-02
  6.25673514e+00  5.00637452e-01  5.45445538e-02
  6.28430082e+00  4.98163820e-01  5.47536783e-02
  6.31198795e+00  4.95638957e-01  5.49606712e-02
  6.33979707e+00  4.93059020e-01  5.51538915e-02
  6.36772871e+00  4.90421571e-01  5.53462643e-02
  6.39578340e+00  4.87727699e-01  5.55272391e-02
  6.42396170e+00  4.84967402e-01  5.56955147e-02
  6.45226415e+00  4.82141078e-01  5.58630521e-02
  6.48069129e+00  4.79245189e-01  5.60151161e-02
  6.50924367e+00  4.76272553e-01  5.61639322e-02
  6.53792185e+00  4.73225951e-01  5.63083605e-02
  6.56672638e+00  4.70097805e-01  5.64397141e-02
  6.59565781e+00  4.66884077e-01  5.65704915e-02
  6.62471671e+00  4.63583517e-01  5.66921933e-02
  6.65390363e+00  4.60188605e-01  5.68079966e-02
  6.68321915e+00  4.56702879e-01  5.69232919e-02
  6.71266382e+00  4.53111834e-01  5.70112025e-02
  6.74223822e+00  4.49398958e-01  5.70985614e-02
  6.77194292e+00  4.45566034e-01  5.71857686e-02
  6.80177848e+00  4.41608430e-01  5.72729791e-02
  6.83174550e+00  4.37518793e-01  5.73598070e-02
  6.86184455e+00  4.33289589e-01  5.74490422e-02
  6.89207620e+00  4.28910820e-01  5.75387875e-02
  6.92244105e+00  4.24365785e-01  5.76322546e-02
  6.95293967e+00  4.19653008e-01  5.77513729e-02
  6.98357267e+00  4.14753997e-01  5.78699688e-02
  7.01434063e+00  4.09655638e-01  5.80376967e-02
  7.04524414e+00  4.04378723e-01  5.82508734e-02
  7.07628381e+00  3.98891984e-01  5.84631149e-02
  7.10746023e+00  3.93172399e-01  5.87306059e-02
  7.13877401e+00  3.87177468e-01  5.90033857e-02
  7.17022575e+00  3.80838332e-01  5.93818536e-02
  7.20181606e+00  3.74279759e-01  6.00326735e-02
  7.23354555e+00  3.67499298e-01  6.06806385e-02
  7.26541483e+00  3.60429140e-01  6.15196930e-02
  7.29742451e+00  3.53104032e-01  6.24552353e-02
  7.32957523e+00  3.45306672e-01  6.34135462e-02
  7.36186759e+00  3.37204016e-01  6.49690190e-02
  7.39430223e+00  3.28859957e-01  6.65176688e-02
  7.42687976e+00  3.20065036e-01  6.84387194e-02
  7.45960083e+00  3.11073263e-01  7.08686247e-02
  7.49246605e+00  3.01657148e-01  7.32878714e-02
  7.52547607e+00  2.91911562e-01  7.66401389e-02
  7.55863153e+00  2.82104168e-01  8.02061513e-02
  7.59193306e+00  2.71762125e-01  8.40414929e-02
  7.62538131e+00  2.61328835e-01  8.91223863e-02
  7.65897693e+00  2.50893892e-01  9.41809927e-02
  7.69272056e+00  2.40181609e-01  1.00082609e-01
  7.72661285e+00  2.29610858e-01  1.06620027e-01
  7.76065447e+00  2.18611495e-01  1.13128769e-01
  7.79484606e+00  2.07584145e-01  1.21410565e-01
  7.82918830e+00  1.96978805e-01  1.29758826e-01
  7.86368184e+00  1.86143400e-01  1.38698590e-01
  7.89832735e+00  1.75626287e-01  1.48891462e-01
  7.93312550e+00  1.65254312e-01  1.59039623e-01
  7.96807696e+00  1.54985200e-01  1.70596592e-01
  8.00318241e+00  1.45400535e-01  1.82699663e-01
  8.03844253e+00  1.35795317e-01  1.94940804e-01
  8.07385799e+00  1.26749409e-01  2.09081972e-01
  8.10942949e+00  1.18660817e-01  2.23161111e-01
  8.14515770e+00  1.11031289e-01  2.38039884e-01
  8.18104333e+00  1.04498320e-01  2.53817634e-01
  8.21708706e+00  9.91096688e-02  2.69526175e-01
  8.25328959e+00  9.46244124e-02  2.85397183e-01
  8.28965162e+00  9.11837863e-02  3.01238369e-01
  8.32617385e+00  8.88190913e-02  3.16697496e-01
  8.36285699e+00  8.69016602e-02  3.31069911e-01
  8.39970175e+00  8.52577630e-02  3.45379282e-01
  8.43670883e+00  8.38808179e-02  3.58780418e-01
  8.47387896e+00  8.21542322e-02  3.71596475e-01
  8.51121286e+00  7.99928352e-02  3.84356316e-01
  8.54871123e+00  7.75433755e-02  3.97185174e-01
  8.58637482e+00  7.46248710e-02  4.09958385e-01
  8.62420434e+00  7.11332457e-02  4.23296162e-01
  8.66220054e+00  6.76326147e-02  4.37596072e-01
