  # Astr silicate from Weingartner & Draine (2001), extended to X-rays by V.Z.
  # lamda [mu]         n - 1              k
  8.70036413e+00  6.37718343e-02  4.51833255e-01
  8.73869586e+00  5.98270015e-02  4.67950496e-01
  8.77719648e+00  5.65718081e-02  4.84613645e-01
  8.81586671e+00  5.31614420e-02  5.01594593e-01
  8.85470732e+00  5.04419654e-02  5.20926735e-01
  8.89371906e+00  4.88578592e-02  5.40174079e-01
  8.93290266e+00  4.78762999e-02  5.60551842e-01
  8.97225891e+00  4.82849993e-02  5.81958502e-01
  9.01178854e+00  4.98288046e-02  6.03271262e-01
  9.05149234e+00  5.25933028e-02  6.25681696e-01
  9.09137106e+00  5.70522663e-02  6.48124000e-01
  9.13142548e+00  6.29147384e-02  6.70492568e-01
  9.17165636e+00  7.01731274e-02  6.92825685e-01
  9.21206450e+00  7.91118852e-02  7.15060839e-01
  9.25265066e+00  8.94983951e-02  7.36305073e-01
  9.29341564e+00  1.00924168e-01  7.57004119e-01
  9.33436021e+00  1.14090116e-01  7.77502003e-01
  9.37548518e+00  1.28233031e-01  7.95591106e-01
  9.41679134e+00  1.42922791e-01  8.13600864e-01
  9.45827948e+00  1.58827639e-01  8.30243498e-01
  9.49995041e+00  1.74964029e-01  8.45078434e-01
  9.54180493e+00  1.91834265e-01  8.59848298e-01
  9.58384385e+00  2.09106147e-01  8.71850181e-01
  9.62606798e+00  2.25772594e-01  8.83154748e-01
  9.66847815e+00  2.42811435e-01  8.93861616e-01
  9.71107516e+00  2.59363008e-01  9.02155987e-01
  9.75385984e+00  2.74873632e-01  9.10413975e-01
  9.79683303e+00  2.89988238e-01  9.18079029e-01
  9.83999554e+00  3.04497170e-01  9.25288021e-01
  9.88334822e+00  3.18539343e-01  9.32465391e-01
  9.92689190e+00  3.32206071e-01  9.39374942e-01
  9.97062742e+00  3.45349939e-01  9.46241899e-01
  1.00145556e+01  3.58050726e-01  9.53431063e-01
  1.00586774e+01  3.70811693e-01  9.61299676e-01
  1.01029935e+01  3.83653009e-01  9.69133774e-01
  1.01475049e+01  3.96748495e-01  9.77858244e-01
  1.01922124e+01  4.10711435e-01  9.86926213e-01
  1.02371169e+01  4.25533381e-01  9.95961470e-01
  1.02822192e+01  4.41254262e-01  1.00502708e+00
  1.03275202e+01  4.58317205e-01  1.01405292e+00
  1.03730208e+01  4.76678720e-01  1.02197874e+00
  1.04187218e+01  4.95657678e-01  1.02873909e+00
  1.04646242e+01  5.16249867e-01  1.03546978e+00
  1.05107289e+01  5.37397034e-01  1.03823789e+00
  1.05570366e+01  5.57638553e-01  1.04036268e+00
  1.06035484e+01  5.78312262e-01  1.04158935e+00
  1.06502651e+01  5.98198282e-01  1.03978047e+00
  1.06971877e+01  6.16720439e-01  1.03797953e+00
  1.07443169e+01  6.34580009e-01  1.03512955e+00
  1.07916538e+01  6.51309211e-01  1.03164992e+00
  1.08391993e+01  6.67071126e-01  1.02818576e+00
  1.08869542e+01  6.82251708e-01  1.02478847e+00
  1.09349196e+01  6.97058507e-01  1.02140609e+00
  1.09830962e+01  7.11612001e-01  1.01799049e+00
  1.10314851e+01  7.26000225e-01  1.01450997e+00
  1.10800872e+01  7.40560625e-01  1.01104473e+00
  1.11289034e+01  7.55058173e-01  1.00663060e+00
  1.11779347e+01  7.69086307e-01  1.00192461e+00
  1.12271821e+01  7.83019382e-01  9.97069947e-01
  1.12766463e+01  7.96538063e-01  9.91244878e-01
  1.13263286e+01  8.09422890e-01  9.85445360e-01
  1.13762297e+01  8.21945227e-01  9.79378773e-01
  1.14263506e+01  8.33945200e-01  9.73074816e-01
  1.14766924e+01  8.45317958e-01  9.66798511e-01
  1.15272560e+01  8.56486389e-01  9.61124379e-01
  1.15780423e+01  8.67913960e-01  9.55542530e-01
  1.16290524e+01  8.79616093e-01  9.49777048e-01
  1.16802873e+01  8.91370306e-01  9.43539703e-01
  1.17317478e+01  9.03422564e-01  9.37329717e-01
  1.17834351e+01  9.15643683e-01  9.29971035e-01
  1.18353501e+01  9.27469844e-01  9.22055483e-01
  1.18874939e+01  9.39550812e-01  9.14071303e-01
  1.19398673e+01  9.51248028e-01  9.04064624e-01
  1.19924715e+01  9.62060432e-01  8.94101838e-01
  1.20453075e+01  9.72537993e-01  8.83348076e-01
  1.20983763e+01  9.81933037e-01  8.71499211e-01
  1.21516788e+01  9.89908372e-01  8.59702320e-01
  1.22052163e+01  9.97105581e-01  8.48510504e-01
  1.22589895e+01  1.00397352e+00  8.37499929e-01
  1.23129997e+01  1.01052146e+00  8.26539330e-01
  1.23672479e+01  1.01679100e+00  8.15634197e-01
  1.24217350e+01  1.02299276e+00  8.04776899e-01
  1.24764622e+01  1.02904560e+00  7.93423973e-01
  1.25314305e+01  1.03462614e+00  7.81719134e-01
  1.25866410e+01  1.04009058e+00  7.70065637e-01
  1.26420948e+01  1.04504229e+00  7.57154891e-01
  1.26977928e+01  1.04901739e+00  7.44242649e-01
  1.27537363e+01  1.05238303e+00  7.31126478e-01
  1.28099262e+01  1.05486725e+00  7.17550399e-01
  1.28663637e+01  1.05622500e+00  7.04033871e-01
  1.29230498e+01  1.05678630e+00  6.91026275e-01
  1.29799857e+01  1.05685462e+00  6.78247009e-01
  1.30371725e+01  1.05634351e+00  6.65552584e-01
  1.30946111e+01  1.05534008e+00  6.53203318e-01
  1.31523029e+01  1.05397068e+00  6.40908221e-01
  1.32102488e+01  1.05212289e+00  6.28583048e-01
  1.32684500e+01  1.04967379e+00  6.16217300e-01
  1.33269076e+01  1.04653782e+00  6.03905793e-01
  1.33856228e+01  1.04276047e+00  5.91772796e-01
  1.34445967e+01  1.03837062e+00  5.79712922e-01
  1.35038304e+01  1.03328460e+00  5.67694053e-01
  1.35633250e+01  1.02735992e+00  5.55688855e-01
  1.36230818e+01  1.02026387e+00  5.43736317e-01
  1.36831019e+01  1.01211668e+00  5.32625067e-01
  1.37433864e+01  1.00328587e+00  5.22049841e-01
  1.38039364e+01  9.93022317e-01  5.11521003e-01
  1.38647533e+01  9.82071041e-01  5.03436984e-01
  1.39258381e+01  9.71013335e-01  4.95390934e-01
  1.39871920e+01  9.59051805e-01  4.88329974e-01
  1.40488163e+01  9.46946227e-01  4.82862854e-01
  1.41107120e+01  9.34305873e-01  4.77419715e-01
  1.41728805e+01  9.21324768e-01  4.74292073e-01
  1.42353228e+01  9.08901242e-01  4.71861991e-01
  1.42980402e+01  8.96139221e-01  4.69793877e-01
  1.43610340e+01  8.83630583e-01  4.69820758e-01
  1.44243053e+01  8.71651193e-01  4.69847520e-01
  1.44878553e+01  8.59689260e-01  4.70982690e-01
  1.45516854e+01  8.48360313e-01  4.73085172e-01
  1.46157966e+01  8.37210893e-01  4.75178432e-01
  1.46801904e+01  8.26453868e-01  4.78835331e-01
  1.47448678e+01  8.16610972e-01  4.82643858e-01
  1.48098302e+01  8.07165405e-01  4.86634943e-01
  1.48750788e+01  7.98180509e-01  4.91096699e-01
  1.49406148e+01  7.89583961e-01  4.95538883e-01
  1.50064396e+01  7.81237084e-01  5.00315985e-01
  1.50725544e+01  7.73214789e-01  5.05242677e-01
  1.51389605e+01  7.65218933e-01  5.10182875e-01
  1.52056591e+01  7.57443927e-01  5.15853970e-01
  1.52726517e+01  7.50013925e-01  5.21500188e-01
  1.53399393e+01  7.42678823e-01  5.27468439e-01
  1.54075234e+01  7.35663844e-01  5.33870064e-01
  1.54754053e+01  7.28817963e-01  5.40243609e-01
  1.55435863e+01  7.22179459e-01  5.47247245e-01
  1.56120676e+01  7.15955069e-01  5.54369259e-01
  1.56808507e+01  7.09867167e-01  5.61594566e-01
  1.57499368e+01  7.04092089e-01  5.69373728e-01
  1.58193272e+01  6.98691065e-01  5.77118768e-01
  1.58890234e+01  6.93502373e-01  5.85112592e-01
  1.59590267e+01  6.88630833e-01  5.93280983e-01
  1.60293384e+01  6.83874428e-01  6.01413545e-01
  1.60999598e+01  6.79327998e-01  6.10060108e-01
  1.61708924e+01  6.75072915e-01  6.18690270e-01
  1.62421375e+01  6.70890415e-01  6.27572876e-01
  1.63136965e+01  6.67058638e-01  6.36983076e-01
  1.63855708e+01  6.63546828e-01  6.46351999e-01
  1.64577617e+01  6.60319911e-01  6.56203112e-01
  1.65302707e+01  6.57604786e-01  6.66217543e-01
  1.66030991e+01  6.55228044e-01  6.76225691e-01
  1.66762484e+01  6.53242725e-01  6.86538478e-01
  1.67497200e+01  6.51739039e-01  6.96806030e-01
  1.68235153e+01  6.50570710e-01  7.07015164e-01
  1.68976357e+01  6.49652712e-01  7.17165096e-01
  1.69720826e+01  6.48852905e-01  7.27270506e-01
  1.70468576e+01  6.48245571e-01  7.37631053e-01
  1.71219620e+01  6.47868673e-01  7.47991946e-01
  1.71973973e+01  6.47556206e-01  7.58520373e-01
  1.72731649e+01  6.47643616e-01  7.69662935e-01
  1.73492663e+01  6.48279867e-01  7.80756622e-01
  1.74257031e+01  6.49323849e-01  7.92016308e-01
  1.75024766e+01  6.50882952e-01  8.03355905e-01
  1.75795883e+01  6.52955706e-01  8.14645127e-01
  1.76570398e+01  6.55452809e-01  8.25802385e-01
  1.77348325e+01  6.58364539e-01  8.36910702e-01
  1.78129680e+01  6.61696505e-01  8.47827127e-01
  1.78914477e+01  6.65276776e-01  8.58465556e-01
  1.79702731e+01  6.69040709e-01  8.69057320e-01
  1.80494459e+01  6.73041793e-01  8.79584747e-01
  1.81289674e+01  6.77252753e-01  8.90060457e-01
  1.82088394e+01  6.81620198e-01  9.00558137e-01
  1.82890632e+01  6.86378182e-01  9.11400066e-01
  1.83696404e+01  6.91743658e-01  9.22194437e-01
  1.84505727e+01  6.97610366e-01  9.32810934e-01
  1.85318615e+01  7.03896831e-01  9.43263253e-01
  1.86135085e+01  7.10749193e-01  9.53669724e-01
  1.86955152e+01  7.18052303e-01  9.63534731e-01
  1.87778832e+01  7.25747999e-01  9.73306618e-01
  1.88606140e+01  7.34058022e-01  9.82653804e-01
  1.89437094e+01  7.42504865e-01  9.91058425e-01
  1.90271709e+01  7.50981012e-01  9.99426180e-01
  1.91110001e+01  7.59652413e-01  1.00728326e+00
  1.91951986e+01  7.68339714e-01  1.01487033e+00
  1.92797681e+01  7.77280718e-01  1.02238922e+00
  1.93647101e+01  7.86363795e-01  1.02929102e+00
  1.94500264e+01  7.95529527e-01  1.03616254e+00
  1.95357186e+01  8.04971856e-01  1.04266238e+00
  1.96217884e+01  8.14468223e-01  1.04869931e+00
  1.97082373e+01  8.24178847e-01  1.05470976e+00
  1.97950671e+01  8.34092556e-01  1.06005425e+00
  1.98822794e+01  8.44131396e-01  1.06523344e+00
  1.99698760e+01  8.54737635e-01  1.06999810e+00
  2.00578585e+01  8.65151089e-01  1.07309998e+00
  2.01462287e+01  8.75014971e-01  1.07618825e+00
  2.02349882e+01  8.84642390e-01  1.07855985e+00
  2.03241387e+01  8.93582207e-01  1.08040017e+00
  2.04136820e+01  9.01696592e-01  1.08223242e+00
  2.05036199e+01  9.09463823e-01  1.08465626e+00
  2.05939539e+01  9.17180664e-01  1.08709244e+00
  2.06846860e+01  9.24745881e-01  1.08969858e+00
  2.07758178e+01  9.32430051e-01  1.09264681e+00
  2.08673511e+01  9.40505712e-01  1.09558210e+00
  2.09592877e+01  9.48722962e-01  1.09800203e+00
  2.10516293e+01  9.56813054e-01  1.10021692e+00
  2.11443778e+01  9.64967373e-01  1.10234707e+00
  2.12375349e+01  9.72923802e-01  1.10380101e+00
  2.13311024e+01  9.80386637e-01  1.10524856e+00
  2.14250822e+01  9.87571251e-01  1.10682908e+00
  2.15194760e+01  9.94634336e-01  1.10855376e+00
  2.16142857e+01  1.00149700e+00  1.11027087e+00
  2.17095131e+01  1.00834398e+00  1.11248773e+00
  2.18051600e+01  1.01543987e+00  1.11477303e+00
  2.19012283e+01  1.02270542e+00  1.11708448e+00
  2.19977199e+01  1.03023232e+00  1.11949923e+00
  2.20946367e+01  1.03832729e+00  1.12190339e+00
  2.21919804e+01  1.04672424e+00  1.12342477e+00
  2.22897530e+01  1.05484388e+00  1.12441937e+00
  2.23879563e+01  1.06290447e+00  1.12540187e+00
  2.24865923e+01  1.07074243e+00  1.12559363e+00
  2.25856629e+01  1.07808350e+00  1.12578454e+00
  2.26851699e+01  1.08514923e+00  1.12590000e+00
  2.27851154e+01  1.09187358e+00  1.12590000e+00
  2.28855012e+01  1.09805423e+00  1.12590000e+00
  2.29863293e+01  1.10400277e+00  1.12660606e+00
  2.30876015e+01  1.11013159e+00  1.12752358e+00
  2.31893200e+01  1.11632231e+00  1.12847914e+00
  2.32914866e+01  1.12263324e+00  1.12966777e+00
  2.33941034e+01  1.12921595e+00  1.13085118e+00
  2.34971722e+01  1.13594912e+00  1.13178895e+00
  2.36006952e+01  1.14262764e+00  1.13251385e+00
  2.37046742e+01  1.14928079e+00  1.13323558e+00
  2.38091114e+01  1.15587309e+00  1.13371968e+00
  2.39140087e+01  1.16229848e+00  1.13417866e+00
  2.40193681e+01  1.16860863e+00  1.13464819e+00
  2.41251917e+01  1.17482651e+00  1.13514529e+00
  2.42314816e+01  1.18086346e+00  1.13564020e+00
  2.43382397e+01  1.18685510e+00  1.13652600e+00
  2.44454682e+01  1.19308338e+00  1.13759572e+00
  2.45531691e+01  1.19957787e+00  1.13865272e+00
  2.46613445e+01  1.20623961e+00  1.13957294e+00
  2.47699965e+01  1.21311325e+00  1.14048912e+00
  2.48791272e+01  1.22021089e+00  1.14108436e+00
  2.49887387e+01  1.22724946e+00  1.14127528e+00
  2.50988332e+01  1.23428538e+00  1.14146536e+00
  2.52094127e+01  1.24125704e+00  1.14115551e+00
  2.53204793e+01  1.24793086e+00  1.14073570e+00
  2.54320353e+01  1.25441521e+00  1.14031667e+00
  2.55440828e+01  1.26078228e+00  1.13989519e+00
  2.56566240e+01  1.26707361e+00  1.13947555e+00
  2.57696610e+01  1.27329621e+00  1.13901098e+00
  2.58831960e+01  1.27942723e+00  1.13851468e+00
  2.59972312e+01  1.28547583e+00  1.13802057e+00
  2.61117688e+01  1.29145904e+00  1.13752244e+00
  2.62268110e+01  1.29738453e+00  1.13702623e+00
  2.63423601e+01  1.30326170e+00  1.13652999e+00
  2.64584183e+01  1.30909557e+00  1.13603165e+00
  2.65749877e+01  1.31489905e+00  1.13553549e+00
  2.66920708e+01  1.32066733e+00  1.13501008e+00
  2.68096697e+01  1.32638789e+00  1.13447515e+00
  2.69277867e+01  1.33207504e+00  1.13393784e+00
  2.70464242e+01  1.33771593e+00  1.13336393e+00
  2.71655843e+01  1.34329760e+00  1.13279254e+00
  2.72852694e+01  1.34882898e+00  1.13221992e+00
  2.74054818e+01  1.35430128e+00  1.13164585e+00
  2.75262238e+01  1.35966439e+00  1.13107431e+00
  2.76474978e+01  1.36500531e+00  1.13070006e+00
  2.77693061e+01  1.37043554e+00  1.13035658e+00
  2.78916510e+01  1.37592613e+00  1.12999452e+00
  2.80145350e+01  1.38142749e+00  1.12957396e+00
  2.81379604e+01  1.38692413e+00  1.12915525e+00
  2.82619295e+01  1.39242675e+00  1.12871062e+00
  2.83864449e+01  1.39792512e+00  1.12825156e+00
  2.85115088e+01  1.40344464e+00  1.12779353e+00
  2.86371237e+01  1.40895841e+00  1.12725687e+00
  2.87632921e+01  1.41443766e+00  1.12672256e+00
  2.88900163e+01  1.41991033e+00  1.12618829e+00
  2.90172988e+01  1.42538669e+00  1.12565282e+00
  2.91451421e+01  1.43089125e+00  1.12511969e+00
  2.92735487e+01  1.43640885e+00  1.12452493e+00
  2.94025210e+01  1.44191412e+00  1.12391422e+00
  2.95320615e+01  1.44743285e+00  1.12329919e+00
  2.96621727e+01  1.45296825e+00  1.12264870e+00
  2.97928572e+01  1.45855484e+00  1.12200106e+00
  2.99241174e+01  1.46418638e+00  1.12122960e+00
  3.00559559e+01  1.46977513e+00  1.12035108e+00
  3.01883753e+01  1.47536468e+00  1.11947642e+00
  3.03213781e+01  1.48091946e+00  1.11841888e+00
  3.04549669e+01  1.48636895e+00  1.11734810e+00
  3.05891442e+01  1.49176859e+00  1.11626776e+00
  3.07239127e+01  1.49712162e+00  1.11515875e+00
  3.08592750e+01  1.50243968e+00  1.11405460e+00
  3.09952336e+01  1.50773154e+00  1.11292047e+00
  3.11317912e+01  1.51298902e+00  1.11177480e+00
  3.12689505e+01  1.51824193e+00  1.11062892e+00
  3.14067140e+01  1.52346309e+00  1.10940305e+00
  3.15450845e+01  1.52863068e+00  1.10818255e+00
  3.16840647e+01  1.53377108e+00  1.10694412e+00
  3.18236571e+01  1.53887094e+00  1.10568140e+00
  3.19638646e+01  1.54393418e+00  1.10442421e+00
  3.21046897e+01  1.54897260e+00  1.10316000e+00
  3.22461354e+01  1.55399470e+00  1.10189860e+00
  3.23882042e+01  1.55901899e+00  1.10062452e+00
  3.25308989e+01  1.56401314e+00  1.09928559e+00
  3.26742223e+01  1.56896487e+00  1.09795254e+00
  3.28181771e+01  1.57388995e+00  1.09659325e+00
  3.29627662e+01  1.57877322e+00  1.09521712e+00
  3.31079923e+01  1.58363058e+00  1.09384703e+00
  3.32538582e+01  1.58844951e+00  1.09243285e+00
  3.34003668e+01  1.59320504e+00  1.09102309e+00
  3.35475209e+01  1.59791258e+00  1.08963851e+00
  3.36953233e+01  1.60260379e+00  1.08829634e+00
  3.38437768e+01  1.60729621e+00  1.08696005e+00
  3.39928844e+01  1.61198065e+00  1.08562219e+00
  3.41426490e+01  1.61665681e+00  1.08428745e+00
  3.42930734e+01  1.62133725e+00  1.08295263e+00
  3.44441605e+01  1.62599929e+00  1.08157407e+00
  3.45959133e+01  1.63062219e+00  1.08020156e+00
  3.47483346e+01  1.63522508e+00  1.07884509e+00
  3.49014275e+01  1.63982616e+00  1.07750510e+00
  3.50551949e+01  1.64445225e+00  1.07617098e+00
  3.52096398e+01  1.64906933e+00  1.07476353e+00
  3.53647650e+01  1.65363645e+00  1.07335060e+00
  3.55205738e+01  1.65817055e+00  1.07194974e+00
  3.56770690e+01  1.66269349e+00  1.07057226e+00
  3.58342536e+01  1.66722591e+00  1.06920082e+00
  3.59921308e+01  1.67175626e+00  1.06780160e+00
  3.61507036e+01  1.67626325e+00  1.06638902e+00
  3.63099750e+01  1.68075418e+00  1.06498240e+00
  3.64699481e+01  1.68522973e+00  1.06356322e+00
  3.66306260e+01  1.68968705e+00  1.06215026e+00
  3.67920118e+01  1.69413384e+00  1.06073856e+00
  3.69541087e+01  1.69856839e+00  1.05932552e+00
  3.71169197e+01  1.70299506e+00  1.05791868e+00
  3.72804480e+01  1.70741214e+00  1.05650310e+00
  3.74446968e+01  1.71181172e+00  1.05508935e+00
  3.76096692e+01  1.71619483e+00  1.05368525e+00
  3.77753684e+01  1.72057617e+00  1.05230605e+00
  3.79417977e+01  1.72496861e+00  1.05093289e+00
  3.81089602e+01  1.72936780e+00  1.04955720e+00
  3.82768592e+01  1.73376884e+00  1.04818020e+00
  3.84454980e+01  1.73817675e+00  1.04680925e+00
  3.86148797e+01  1.74259289e+00  1.04543232e+00
  3.87850076e+01  1.74702153e+00  1.04406041e+00
  3.89558852e+01  1.75147226e+00  1.04267732e+00
  3.91275155e+01  1.75592511e+00  1.04125979e+00
  3.92999020e+01  1.76038062e+00  1.03984848e+00
  3.94730480e+01  1.76484282e+00  1.03840784e+00
  3.96469569e+01  1.76929589e+00  1.03695696e+00
  3.98216320e+01  1.77375154e+00  1.03551137e+00
  3.99970766e+01  1.77821470e+00  1.03405564e+00
  4.01732942e+01  1.78269317e+00  1.03260629e+00
  4.03502882e+01  1.78719503e+00  1.03113850e+00
  4.05280619e+01  1.79170363e+00  1.02964589e+00
  4.07066189e+01  1.79622460e+00  1.02815983e+00
  4.08859626e+01  1.80077660e+00  1.02666774e+00
  4.10660964e+01  1.80538943e+00  1.02517953e+00
  4.12470238e+01  1.81010940e+00  1.02363915e+00
  4.14287484e+01  1.81482151e+00  1.02187733e+00
  4.16112736e+01  1.81947801e+00  1.02012323e+00
  4.17946030e+01  1.82412455e+00  1.01827609e+00
  4.19787400e+01  1.82870749e+00  1.01636616e+00
  4.21636884e+01  1.83325203e+00  1.01446460e+00
  4.23494516e+01  1.83776805e+00  1.01251092e+00
  4.25360332e+01  1.84225444e+00  1.01056369e+00
  4.27234368e+01  1.84673938e+00  1.00859090e+00
  4.29116661e+01  1.85119490e+00  1.00656324e+00
  4.31007247e+01  1.85563152e+00  1.00454447e+00
  4.32906162e+01  1.86005130e+00  1.00246249e+00
  4.34813444e+01  1.86442606e+00  1.00036299e+00
  4.36729128e+01  1.86878520e+00  9.98265106e-01
  4.38653253e+01  1.87311748e+00  9.96114430e-01
  4.40585854e+01  1.87741891e+00  9.93973189e-01
  4.42526971e+01  1.88170776e+00  9.91803068e-01
  4.44476639e+01  1.88596175e+00  9.89603107e-01
  4.46434898e+01  1.89019702e+00  9.87412796e-01
  4.48401783e+01  1.89440912e+00  9.85173820e-01
  4.50377335e+01  1.89858175e+00  9.82936370e-01
  4.52361590e+01  1.90273811e+00  9.80697269e-01
  4.54354588e+01  1.90687126e+00  9.78434097e-01
  4.56356366e+01  1.91098931e+00  9.76180852e-01
  4.58366963e+01  1.91509576e+00  9.73894098e-01
  4.60386419e+01  1.91917051e+00  9.71592443e-01
  4.62414772e+01  1.92323522e+00  9.69299906e-01
  4.64452061e+01  1.92728032e+00  9.66961284e-01
  4.66498327e+01  1.93129801e+00  9.64632920e-01
  4.68553607e+01  1.93530868e+00  9.62286920e-01
  4.70617943e+01  1.93929119e+00  9.59908710e-01
  4.72691373e+01  1.94325262e+00  9.57540932e-01
  4.74773939e+01  1.94719643e+00  9.55140888e-01
  4.76865680e+01  1.95111139e+00  9.52739325e-01
  4.78966637e+01  1.95501974e+00  9.50338109e-01
  4.81076850e+01  1.95890523e+00  9.47894030e-01
  4.83196360e+01  1.96276228e+00  9.45460672e-01
  4.85325208e+01  1.96660571e+00  9.43009629e-01
  4.87463435e+01  1.97042304e+00  9.40545435e-01
  4.89611083e+01  1.97423386e+00  9.38092051e-01
  4.91768193e+01  1.97802678e+00  9.35589570e-01
  4.93934807e+01  1.98178555e+00  9.33092982e-01
  4.96110966e+01  1.98553275e+00  9.30592223e-01
  4.98296713e+01  1.98925810e+00  9.28067771e-01
  5.00492089e+01  1.99297065e+00  9.25554392e-01
  5.02697138e+01  1.99667095e+00  9.23004128e-01
  5.04911902e+01  2.00033804e+00  9.20442866e-01
  5.07136424e+01  2.00399237e+00  9.17889472e-01
  5.09370746e+01  2.00762632e+00  9.15299508e-01
  5.11614912e+01  2.01123609e+00  9.12720904e-01
  5.13868966e+01  2.01483790e+00  9.10125297e-01
  5.16132950e+01  2.01841423e+00  9.07506135e-01
  5.18406909e+01  2.02198066e+00  9.04898461e-01
  5.20690887e+01  2.02552961e+00  9.02239727e-01
  5.22984927e+01  2.02904038e+00  8.99579663e-01
  5.25289074e+01  2.03253723e+00  8.96918456e-01
  5.27603372e+01  2.03600565e+00  8.94220121e-01
  5.29927867e+01  2.03944293e+00  8.91533622e-01
  5.32262603e+01  2.04286090e+00  8.88829528e-01
  5.34607626e+01  2.04624714e+00  8.86117064e-01
  5.36962979e+01  2.04961879e+00  8.83416498e-01
  5.39328710e+01  2.05296865e+00  8.80682103e-01
  5.41704864e+01  2.05628850e+00  8.77958371e-01
  5.44091487e+01  2.05959626e+00  8.75228478e-01
  5.46488625e+01  2.06287804e+00  8.72477309e-01
  5.48896323e+01  2.06614026e+00  8.69738208e-01
  5.51314630e+01  2.06938470e+00  8.66973022e-01
  5.53743591e+01  2.07259816e+00  8.64206146e-01
  5.56183253e+01  2.07579908e+00  8.61445813e-01
  5.58633664e+01  2.07897757e+00  8.58654996e-01
  5.61094871e+01  2.08213093e+00  8.55876421e-01
  5.63566922e+01  2.08527108e+00  8.53081780e-01
  5.66049863e+01  2.08838121e+00  8.50270725e-01
  5.68543744e+01  2.09147332e+00  8.47472000e-01
  5.71048613e+01  2.09454399e+00  8.44642163e-01
  5.73564517e+01  2.09758264e+00  8.41818695e-01
  5.76091506e+01  2.10060749e+00  8.38994602e-01
  5.78629628e+01  2.10360535e+00  8.36145443e-01
  5.81178932e+01  2.10657641e+00  8.33308781e-01
  5.83739468e+01  2.10952807e+00  8.30457087e-01
  5.86311285e+01  2.11244975e+00  8.27602467e-01
  5.88894433e+01  2.11535874e+00  8.24759372e-01
  5.91488962e+01  2.11824427e+00  8.21882465e-01
  5.94094921e+01  2.12109664e+00  8.19018178e-01
  5.96712362e+01  2.12393208e+00  8.16150298e-01
  5.99341335e+01  2.12674042e+00  8.13270968e-01
  6.01981890e+01  2.12952967e+00  8.10404268e-01
  6.04634079e+01  2.13229851e+00  8.07515349e-01
  6.07297953e+01  2.13503550e+00  8.04629403e-01
  6.09973563e+01  2.13775600e+00  8.01749407e-01
  6.12660961e+01  2.14045000e+00  7.98847348e-01
  6.15360200e+01  2.14311328e+00  7.95958019e-01
  6.18071330e+01  2.14575560e+00  7.93065079e-01
  6.20794405e+01  2.14836982e+00  7.90171310e-01
  6.23529478e+01  2.15096414e+00  7.87290234e-01
  6.26276600e+01  2.15353838e+00  7.84400801e-01
  6.29035826e+01  2.15609150e+00  7.81522389e-01
  6.31807208e+01  2.15863414e+00  7.78643656e-01
  6.34590800e+01  2.16115312e+00  7.75748142e-01
  6.37386656e+01  2.16364938e+00  7.72865329e-01
  6.40194830e+01  2.16612722e+00  7.69971154e-01
  6.43015376e+01  2.16857827e+00  7.67078837e-01
  6.45848349e+01  2.17101651e+00  7.64196464e-01
  6.48693803e+01  2.17343263e+00  7.61290314e-01
  6.51551793e+01  2.17582137e+00  7.58396911e-01
  6.54422375e+01  2.17819342e+00  7.55496618e-01
  6.57305604e+01  2.18053480e+00  7.52585137e-01
  6.60201536e+01  2.18284903e+00  7.49686427e-01
  6.63110227e+01  2.18513814e+00  7.46779816e-01
  6.66031733e+01  2.18739602e+00  7.43881794e-01
  6.68966110e+01  2.18963052e+00  7.40994398e-01
  6.71913416e+01  2.19184230e+00  7.38111978e-01
  6.74873706e+01  2.19403345e+00  7.35242202e-01
  6.77847039e+01  2.19620763e+00  7.32379125e-01
  6.80833472e+01  2.19836487e+00  7.29524587e-01
  6.83833062e+01  2.20051641e+00  7.26682570e-01
  6.86845868e+01  2.20265281e+00  7.23820851e-01
  6.89871947e+01  2.20476824e+00  7.20970841e-01
  6.92911359e+01  2.20687347e+00  7.18114642e-01
  6.95964161e+01  2.20894850e+00  7.15237126e-01
  6.99030413e+01  2.21098531e+00  7.12372232e-01
  7.02110175e+01  2.21299795e+00  7.09522873e-01
  7.05203505e+01  2.21499510e+00  7.06687071e-01
  7.08310464e+01  2.21698604e+00  7.03859370e-01
  7.11431111e+01  2.21895577e+00  7.01011018e-01
  7.14565507e+01  2.22089383e+00  6.98175160e-01
  7.17713713e+01  2.22281036e+00  6.95347607e-01
  7.20875789e+01  2.22470565e+00  6.92528321e-01
  7.24051796e+01  2.22658479e+00  6.89721402e-01
  7.27241796e+01  2.22844565e+00  6.86913836e-01
  7.30445850e+01  2.23028422e+00  6.84116789e-01
  7.33664020e+01  2.23210553e+00  6.81330738e-01
  7.36896369e+01  2.23391102e+00  6.78553323e-01
  7.40142959e+01  2.23570578e+00  6.75788092e-01
  7.43403853e+01  2.23748840e+00  6.73020206e-01
  7.46679113e+01  2.23925164e+00  6.70256222e-01
  7.49968804e+01  2.24100361e+00  6.67503775e-01
  7.53272988e+01  2.24273816e+00  6.64739476e-01
  7.56591729e+01  2.24444962e+00  6.61987302e-01
  7.59925092e+01  2.24614579e+00  6.59239265e-01
  7.63273141e+01  2.24782106e+00  6.56491550e-01
  7.66635941e+01  2.24947719e+00  6.53755888e-01
  7.70013557e+01  2.25111535e+00  6.51021535e-01
  7.73406053e+01  2.25273233e+00  6.48296258e-01
