  Water ice, from Warren (1984), extended to X-rays by V. Zubko
  # lamda [mu]         n - 1              k
  3.44672000e+02  7.89360000e-01  1.44368000e-02
  3.51319000e+02  7.88750000e-01  1.42566000e-02
  3.58095000e+02  7.88240000e-01  1.40813000e-02
  3.65002000e+02  7.87830000e-01  1.39110000e-02
  3.72041000e+02  7.87430000e-01  1.37428000e-02
  3.79217000e+02  7.87030000e-01  1.35767000e-02
  3.86531000e+02  7.86630000e-01  1.34125000e-02
  3.93986000e+02  7.86230000e-01  1.32503000e-02
  4.01584000e+02  7.85880000e-01  1.30878000e-02
  4.09330000e+02  7.85610000e-01  1.29246000e-02
  4.17224000e+02  7.85330000e-01  1.27635000e-02
  4.25271000e+02  7.85050000e-01  1.26043000e-02
  4.33473000e+02  7.84780000e-01  1.24471000e-02
  4.41834000e+02  7.84500000e-01  1.22919000e-02
  4.50355000e+02  7.84260000e-01  1.21408000e-02
  4.59041000e+02  7.84070000e-01  1.19945000e-02
  4.67894000e+02  7.83890000e-01  1.18500000e-02
  4.76919000e+02  7.83700000e-01  1.17072000e-02
  4.86117000e+02  7.83520000e-01  1.15661000e-02
  4.95492000e+02  7.83330000e-01  1.14267000e-02
  5.05049000e+02  7.83170000e-01  1.12875000e-02
  5.14790000e+02  7.83050000e-01  1.11477000e-02
  5.24718000e+02  7.82930000e-01  1.10097000e-02
  5.34838000e+02  7.82800000e-01  1.08734000e-02
  5.45154000e+02  7.82680000e-01  1.07387000e-02
  5.55668000e+02  7.82560000e-01  1.06058000e-02
  5.66385000e+02  7.82450000e-01  1.04761000e-02
  5.77309000e+02  7.82370000e-01  1.03506000e-02
  5.88443000e+02  7.82290000e-01  1.02267000e-02
  5.99792000e+02  7.82220000e-01  1.01042000e-02
  6.11360000e+02  7.82140000e-01  9.98323000e-03
  6.23151000e+02  7.82060000e-01  9.86369000e-03
  6.35170000e+02  7.82000000e-01  9.74458000e-03
  6.47420000e+02  7.81970000e-01  9.62504000e-03
  6.59907000e+02  7.81940000e-01  9.50697000e-03
  6.72634000e+02  7.81910000e-01  9.39034000e-03
  6.85607000e+02  7.81880000e-01  9.27515000e-03
  6.98830000e+02  7.81850000e-01  9.16137000e-03
  7.12309000e+02  7.81820000e-01  9.04898000e-03
  7.26047000e+02  7.81790000e-01  8.93797000e-03
  7.40050000e+02  7.81760000e-01  8.82833000e-03
  7.54323000e+02  7.81730000e-01  8.72003000e-03
  7.68871000e+02  7.81700000e-01  8.61306000e-03
  7.83700000e+02  7.81670000e-01  8.50740000e-03
  7.98815000e+02  7.81640000e-01  8.40323000e-03
  8.14222000e+02  7.81630000e-01  8.30079000e-03
  8.29926000e+02  7.81620000e-01  8.19960000e-03
  8.45932000e+02  7.81600000e-01  8.09964000e-03
  8.62248000e+02  7.81590000e-01  8.00091000e-03
  8.78878000e+02  7.81580000e-01  7.90337000e-03
  8.95828000e+02  7.81560000e-01  7.80703000e-03
  9.13106000e+02  7.81550000e-01  7.71186000e-03
  9.30717000e+02  7.81540000e-01  7.61785000e-03
  9.48667000e+02  7.81530000e-01  7.52498000e-03
  9.66964000e+02  7.81510000e-01  7.43325000e-03
  9.85613000e+02  7.81500000e-01  7.34264000e-03
  1.00462000e+03  7.81500000e-01  7.25304000e-03
  1.02400000e+03  7.81520000e-01  7.16427000e-03
  1.04375000e+03  7.81540000e-01  7.07658000e-03
  1.06388000e+03  7.81560000e-01  6.98997000e-03
  1.08440000e+03  7.81580000e-01  6.90442000e-03
  1.10531000e+03  7.81600000e-01  6.81991000e-03
  1.12663000e+03  7.81620000e-01  6.73644000e-03
  1.14836000e+03  7.81640000e-01  6.65399000e-03
  1.17051000e+03  7.81660000e-01  6.57254000e-03
  1.19308000e+03  7.81680000e-01  6.49210000e-03
  1.21609000e+03  7.81700000e-01  6.41264000e-03
  1.23955000e+03  7.81720000e-01  6.33415000e-03
  1.26345000e+03  7.81740000e-01  6.25665000e-03
  1.28782000e+03  7.81760000e-01  6.18022000e-03
  1.31266000e+03  7.81790000e-01  6.10472000e-03
  1.33798000e+03  7.81810000e-01  6.03015000e-03
  1.36378000e+03  7.81830000e-01  5.95648000e-03
  1.39009000e+03  7.81860000e-01  5.88371000e-03
  1.41690000e+03  7.81880000e-01  5.81184000e-03
  1.44422000e+03  7.81900000e-01  5.74084000e-03
  1.47208000e+03  7.81930000e-01  5.67071000e-03
  1.50047000e+03  7.81950000e-01  5.60143000e-03
  1.52941000e+03  7.81970000e-01  5.53300000e-03
  1.55891000e+03  7.81990000e-01  5.46541000e-03
  1.58897000e+03  7.82020000e-01  5.39865000e-03
  1.61962000e+03  7.82040000e-01  5.33269000e-03
  1.65085000e+03  7.82060000e-01  5.26755000e-03
  1.68269000e+03  7.82090000e-01  5.20320000e-03
  1.71515000e+03  7.82110000e-01  5.13964000e-03
  1.74823000e+03  7.82130000e-01  5.07685000e-03
  1.78195000e+03  7.82160000e-01  5.01483000e-03
  1.81631000e+03  7.82180000e-01  4.95357000e-03
  1.85134000e+03  7.82200000e-01  4.89305000e-03
  1.88705000e+03  7.82230000e-01  4.83328000e-03
  1.92345000e+03  7.82250000e-01  4.77424000e-03
  1.96054000e+03  7.82270000e-01  4.71591000e-03
  1.99835000e+03  7.82290000e-01  4.65830000e-03
  2.03690000e+03  7.82320000e-01  4.60139000e-03
  2.07618000e+03  7.82340000e-01  4.54518000e-03
  2.11622000e+03  7.82360000e-01  4.48966000e-03
  2.15704000e+03  7.82390000e-01  4.43481000e-03
  2.19864000e+03  7.82410000e-01  4.38064000e-03
  2.24105000e+03  7.82430000e-01  4.32712000e-03
  2.28427000e+03  7.82460000e-01  4.27426000e-03
  2.32833000e+03  7.82480000e-01  4.22204000e-03
  2.37323000e+03  7.82500000e-01  4.17047000e-03
  2.41900000e+03  7.82530000e-01  4.11952000e-03
  2.46566000e+03  7.82550000e-01  4.06919000e-03
  2.51321000e+03  7.82570000e-01  4.01947000e-03
  2.56168000e+03  7.82600000e-01  3.97031000e-03
  2.61109000e+03  7.82630000e-01  3.92175000e-03
  2.66145000e+03  7.82660000e-01  3.87379000e-03
  2.71278000e+03  7.82690000e-01  3.82641000e-03
  2.76510000e+03  7.82720000e-01  3.77961000e-03
  2.81843000e+03  7.82750000e-01  3.73339000e-03
  2.87279000e+03  7.82780000e-01  3.68773000e-03
  2.92820000e+03  7.82810000e-01  3.64263000e-03
  2.98467000e+03  7.82840000e-01  3.59808000e-03
  3.04224000e+03  7.82870000e-01  3.55407000e-03
  3.10091000e+03  7.82900000e-01  3.51060000e-03
  3.16072000e+03  7.82930000e-01  3.46767000e-03
  3.22168000e+03  7.82960000e-01  3.42526000e-03
  3.28381000e+03  7.82990000e-01  3.38337000e-03
  3.34715000e+03  7.83020000e-01  3.34199000e-03
  3.41170000e+03  7.83050000e-01  3.30111000e-03
  3.47750000e+03  7.83080000e-01  3.26074000e-03
  3.54457000e+03  7.83110000e-01  3.22086000e-03
  3.61294000e+03  7.83140000e-01  3.18147000e-03
  3.68262000e+03  7.83170000e-01  3.14256000e-03
  3.75364000e+03  7.83200000e-01  3.10413000e-03
  3.82604000e+03  7.83230000e-01  3.06616000e-03
  3.89983000e+03  7.83260000e-01  3.02866000e-03
  3.97505000e+03  7.83290000e-01  2.99162000e-03
  4.05171000e+03  7.83320000e-01  2.95503000e-03
  4.12986000e+03  7.83350000e-01  2.91889000e-03
  4.20951000e+03  7.83380000e-01  2.88319000e-03
  4.29070000e+03  7.83410000e-01  2.84793000e-03
  4.37345000e+03  7.83440000e-01  2.81310000e-03
  4.45780000e+03  7.83470000e-01  2.77870000e-03
  4.54378000e+03  7.83500000e-01  2.74471000e-03
  4.63141000e+03  7.83530000e-01  2.71114000e-03
  4.72074000e+03  7.83560000e-01  2.67799000e-03
  4.81178000e+03  7.83590000e-01  2.64523000e-03
  4.90459000e+03  7.83620000e-01  2.61288000e-03
  4.99918000e+03  7.83650000e-01  2.58093000e-03
  5.09560000e+03  7.83670000e-01  2.54940000e-03
  5.19388000e+03  7.83690000e-01  2.51827000e-03
  5.29405000e+03  7.83710000e-01  2.48752000e-03
  5.39615000e+03  7.83730000e-01  2.45714000e-03
  5.50023000e+03  7.83760000e-01  2.42713000e-03
  5.60631000e+03  7.83780000e-01  2.39749000e-03
  5.71444000e+03  7.83800000e-01  2.36821000e-03
  5.82465000e+03  7.83820000e-01  2.33929000e-03
  5.93699000e+03  7.83840000e-01  2.31072000e-03
  6.05149000e+03  7.83870000e-01  2.28250000e-03
  6.16821000e+03  7.83890000e-01  2.25462000e-03
  6.28717000e+03  7.83910000e-01  2.22709000e-03
  6.40843000e+03  7.83930000e-01  2.19989000e-03
  6.53203000e+03  7.83950000e-01  2.17302000e-03
  6.65801000e+03  7.83970000e-01  2.14649000e-03
  6.78642000e+03  7.84000000e-01  2.12027000e-03
  6.91731000e+03  7.84020000e-01  2.09438000e-03
  7.05072000e+03  7.84040000e-01  2.06880000e-03
  7.18671000e+03  7.84060000e-01  2.04353000e-03
  7.32532000e+03  7.84080000e-01  2.01858000e-03
  7.46660000e+03  7.84100000e-01  1.99393000e-03
  7.61061000e+03  7.84130000e-01  1.96958000e-03
  7.75739000e+03  7.84150000e-01  1.94552000e-03
  7.90700000e+03  7.84170000e-01  1.92176000e-03
  8.05950000e+03  7.84190000e-01  1.89829000e-03
  8.21495000e+03  7.84210000e-01  1.87511000e-03
  8.37339000e+03  7.84240000e-01  1.85221000e-03
  8.53488000e+03  7.84260000e-01  1.82959000e-03
  8.69949000e+03  7.84280000e-01  1.80725000e-03
  8.86728000e+03  7.84300000e-01  1.78517000e-03
  9.03830000e+03  7.84320000e-01  1.76337000e-03
  9.21262000e+03  7.84340000e-01  1.74184000e-03
  9.39030000e+03  7.84370000e-01  1.72057000e-03
  9.57141000e+03  7.84390000e-01  1.69955000e-03
  9.75601000e+03  7.84410000e-01  1.67880000e-03
  9.94417000e+03  7.84430000e-01  1.65829000e-03
  1.01360000e+04  7.84450000e-01  1.63802000e-03
  1.03315000e+04  7.84460000e-01  1.61799000e-03
  1.05307000e+04  7.84470000e-01  1.59820000e-03
  1.07338000e+04  7.84490000e-01  1.57865000e-03
  1.09408000e+04  7.84500000e-01  1.55934000e-03
  1.11518000e+04  7.84510000e-01  1.54027000e-03
  1.13669000e+04  7.84520000e-01  1.52143000e-03
  1.15862000e+04  7.84540000e-01  1.50283000e-03
  1.18096000e+04  7.84550000e-01  1.48444000e-03
  1.20374000e+04  7.84560000e-01  1.46629000e-03
  1.22696000e+04  7.84580000e-01  1.44836000e-03
  1.25062000e+04  7.84590000e-01  1.43064000e-03
  1.27474000e+04  7.84600000e-01  1.41314000e-03
  1.29933000e+04  7.84610000e-01  1.39586000e-03
  1.32438000e+04  7.84630000e-01  1.37879000e-03
  1.34993000e+04  7.84640000e-01  1.36192000e-03
  1.37596000e+04  7.84650000e-01  1.34527000e-03
  1.40250000e+04  7.84670000e-01  1.32881000e-03
  1.42955000e+04  7.84680000e-01  1.31256000e-03
  1.45712000e+04  7.84690000e-01  1.29651000e-03
  1.48523000e+04  7.84700000e-01  1.28065000e-03
  1.51387000e+04  7.84720000e-01  1.26499000e-03
  1.54307000e+04  7.84730000e-01  1.24952000e-03
  1.57283000e+04  7.84740000e-01  1.23423000e-03
  1.60316000e+04  7.84750000e-01  1.21914000e-03
  1.63408000e+04  7.84770000e-01  1.20423000e-03
  1.66560000e+04  7.84780000e-01  1.18950000e-03
  1.69772000e+04  7.84790000e-01  1.17495000e-03
  1.73047000e+04  7.84810000e-01  1.16058000e-03
  1.76384000e+04  7.84820000e-01  1.14639000e-03
  1.79786000e+04  7.84830000e-01  1.13237000e-03
  1.83254000e+04  7.84840000e-01  1.11852000e-03
  1.86788000e+04  7.84860000e-01  1.10484000e-03
  1.90391000e+04  7.84870000e-01  1.09132000e-03
  1.94063000e+04  7.84880000e-01  1.07798000e-03
  1.97805000e+04  7.84900000e-01  1.06479000e-03
  2.01620000e+04  7.84910000e-01  1.05179000e-03
  2.05509000e+04  7.84910000e-01  1.03897000e-03
  2.09473000e+04  7.84920000e-01  1.02630000e-03
  2.13513000e+04  7.84920000e-01  1.01380000e-03
  2.17631000e+04  7.84930000e-01  1.00144000e-03
  2.21828000e+04  7.84940000e-01  9.89233000e-04
  2.26106000e+04  7.84940000e-01  9.77177000e-04
  2.30467000e+04  7.84950000e-01  9.65266000e-04
  2.34912000e+04  7.84950000e-01  9.53502000e-04
  2.39443000e+04  7.84960000e-01  9.41880000e-04
  2.44061000e+04  7.84960000e-01  9.30400000e-04
  2.48768000e+04  7.84970000e-01  9.19060000e-04
  2.53566000e+04  7.84980000e-01  9.07859000e-04
  2.58457000e+04  7.84980000e-01  8.96794000e-04
  2.63441000e+04  7.84990000e-01  8.85863000e-04
  2.68522000e+04  7.84990000e-01  8.75066000e-04
  2.73701000e+04  7.85000000e-01  8.64401000e-04
  2.78980000e+04  7.85010000e-01  8.53865000e-04
  2.84361000e+04  7.85010000e-01  8.43458000e-04
  2.89845000e+04  7.85020000e-01  8.33178000e-04
  2.95435000e+04  7.85020000e-01  8.23023000e-04
  3.01133000e+04  7.85030000e-01  8.12992000e-04
  3.06941000e+04  7.85040000e-01  8.03083000e-04
  3.12861000e+04  7.85040000e-01  7.93295000e-04
  3.18895000e+04  7.85050000e-01  7.83626000e-04
  3.25045000e+04  7.85060000e-01  7.72708000e-04
  3.31314000e+04  7.85070000e-01  7.61644000e-04
  3.37704000e+04  7.85080000e-01  7.50739000e-04
  3.44218000e+04  7.85090000e-01  7.39990000e-04
  3.50856000e+04  7.85100000e-01  7.29303000e-04
  3.57623000e+04  7.85100000e-01  7.18155000e-04
  3.64521000e+04  7.85110000e-01  7.07178000e-04
  3.71551000e+04  7.85110000e-01  6.96368000e-04
  3.78717000e+04  7.85120000e-01  6.85723000e-04
  3.86021000e+04  7.85130000e-01  6.75241000e-04
  3.93467000e+04  7.85130000e-01  6.64920000e-04
  4.01055000e+04  7.85140000e-01  6.54656000e-04
  4.08790000e+04  7.85140000e-01  6.43932000e-04
  4.16674000e+04  7.85140000e-01  6.33384000e-04
  4.24711000e+04  7.85140000e-01  6.23009000e-04
  4.32902000e+04  7.85140000e-01  6.12804000e-04
  4.41251000e+04  7.85140000e-01  6.02766000e-04
  4.49762000e+04  7.85140000e-01  5.92892000e-04
  4.58436000e+04  7.85140000e-01  5.83699000e-04
  4.67278000e+04  7.85140000e-01  5.74664000e-04
  4.76290000e+04  7.85140000e-01  5.65768000e-04
  4.85476000e+04  7.85140000e-01  5.57010000e-04
  4.94839000e+04  7.85140000e-01  5.48387000e-04
  5.04383000e+04  7.85140000e-01  5.39287000e-04
  5.14111000e+04  7.85130000e-01  5.29625000e-04
  5.24027000e+04  7.85130000e-01  5.20136000e-04
  5.34133000e+04  7.85120000e-01  5.10817000e-04
  5.44435000e+04  7.85110000e-01  5.01665000e-04
  5.54936000e+04  7.85110000e-01  4.92677000e-04
  5.65638000e+04  7.85100000e-01  4.83850000e-04
  5.76548000e+04  7.85100000e-01  4.75182000e-04
  5.87668000e+04  7.85090000e-01  4.66668000e-04
  5.99002000e+04  7.85090000e-01  4.58307000e-04
  6.10555000e+04  7.85080000e-01  4.50587000e-04
  6.22330000e+04  7.85070000e-01  4.43042000e-04
  6.34333000e+04  7.85070000e-01  4.35625000e-04
  6.46567000e+04  7.85060000e-01  4.28331000e-04
  6.59037000e+04  7.85050000e-01  4.21159000e-04
  6.71748000e+04  7.85050000e-01  4.14108000e-04
  6.84704000e+04  7.85040000e-01  4.07174000e-04
  6.97910000e+04  7.85030000e-01  4.00357000e-04
  7.11370000e+04  7.85030000e-01  3.92654000e-04
  7.25090000e+04  7.85020000e-01  3.84919000e-04
  7.39075000e+04  7.85020000e-01  3.77335000e-04
  7.53329000e+04  7.85020000e-01  3.69901000e-04
  7.67858000e+04  7.85010000e-01  3.62614000e-04
  7.82668000e+04  7.85010000e-01  3.55469000e-04
  7.97763000e+04  7.85000000e-01  3.48466000e-04
  8.13149000e+04  7.85000000e-01  3.41601000e-04
  8.28832000e+04  7.84990000e-01  3.34871000e-04
  8.44817000e+04  7.84990000e-01  3.28274000e-04
  8.61111000e+04  7.84990000e-01  3.21806000e-04
  8.77719000e+04  7.84980000e-01  3.15466000e-04
  8.94648000e+04  7.84980000e-01  3.09251000e-04
  9.11902000e+04  7.84980000e-01  3.03145000e-04
  9.29490000e+04  7.84980000e-01  2.97153000e-04
  9.47417000e+04  7.84980000e-01  2.91280000e-04
  9.65690000e+04  7.84980000e-01  2.85523000e-04
  9.84315000e+04  7.84980000e-01  2.79880000e-04
  1.00330000e+05  7.84980000e-01  2.74349000e-04
  1.02265000e+05  7.84980000e-01  2.68926000e-04
  1.04237000e+05  7.84980000e-01  2.63611000e-04
  1.06248000e+05  7.84980000e-01  2.58401000e-04
  1.08297000e+05  7.84980000e-01  2.53294000e-04
  1.10386000e+05  7.84980000e-01  2.48288000e-04
  1.12515000e+05  7.84980000e-01  2.43712000e-04
  1.14685000e+05  7.84980000e-01  2.39355000e-04
  1.16896000e+05  7.84980000e-01  2.35076000e-04
  1.19151000e+05  7.84980000e-01  2.30873000e-04
  1.21449000e+05  7.84980000e-01  2.26904000e-04
  1.23791000e+05  7.84980000e-01  2.23095000e-04
  1.26179000e+05  7.84980000e-01  2.19349000e-04
  1.28613000e+05  7.84980000e-01  2.15667000e-04
  1.31093000e+05  7.84980000e-01  2.12473000e-04
  1.33621000e+05  7.84980000e-01  2.09868000e-04
  1.36199000e+05  7.84980000e-01  2.07294000e-04
  1.38825000e+05  7.84980000e-01  2.04751000e-04
  1.41503000e+05  7.84980000e-01  2.02260000e-04
  1.44232000e+05  7.84980000e-01  1.99815000e-04
  1.47014000e+05  7.84980000e-01  1.97400000e-04
  1.49849000e+05  7.84980000e-01  1.95014000e-04
  1.52739000e+05  7.84980000e-01  1.92416000e-04
  1.55685000e+05  7.84980000e-01  1.89839000e-04
  1.58688000e+05  7.84980000e-01  1.87297000e-04
  1.61748000e+05  7.84980000e-01  1.85248000e-04
  1.64868000e+05  7.84980000e-01  1.83565000e-04
  1.68048000e+05  7.84980000e-01  1.81898000e-04
  1.71289000e+05  7.84980000e-01  1.80310000e-04
  1.74592000e+05  7.84980000e-01  1.78833000e-04
  1.77960000e+05  7.84980000e-01  1.77368000e-04
  1.81392000e+05  7.84980000e-01  1.75916000e-04
  1.84890000e+05  7.84980000e-01  1.74475000e-04
  1.88456000e+05  7.84980000e-01  1.73046000e-04
  1.92091000e+05  7.84980000e-01  1.71629000e-04
  1.95796000e+05  7.84980000e-01  1.70223000e-04
  1.99572000e+05  7.84980000e-01  1.68829000e-04
  2.03421000e+05  7.84980000e-01  1.67805000e-04
  2.07345000e+05  7.84980000e-01  1.66832000e-04
  2.11344000e+05  7.84980000e-01  1.65864000e-04
  2.15420000e+05  7.84980000e-01  1.64903000e-04
  2.19574000e+05  7.84980000e-01  1.63946000e-04
  2.23809000e+05  7.84980000e-01  1.62996000e-04
  2.28126000e+05  7.84980000e-01  1.62051000e-04
  2.32526000e+05  7.84980000e-01  1.61111000e-04
  2.37010000e+05  7.84980000e-01  1.60177000e-04
  2.41582000e+05  7.84980000e-01  1.59248000e-04
  2.46241000e+05  7.84980000e-01  1.58325000e-04
  2.50990000e+05  7.84980000e-01  1.57509000e-04
  2.55831000e+05  7.84980000e-01  1.57087000e-04
  2.60765000e+05  7.84980000e-01  1.56666000e-04
  2.65794000e+05  7.84980000e-01  1.56246000e-04
  2.70921000e+05  7.84980000e-01  1.55827000e-04
  2.76146000e+05  7.84980000e-01  1.55409000e-04
  2.81472000e+05  7.84980000e-01  1.54993000e-04
  2.86900000e+05  7.84980000e-01  1.54578000e-04
  2.92434000e+05  7.84980000e-01  1.54426000e-04
  2.98074000e+05  7.84980000e-01  1.54614000e-04
  3.03823000e+05  7.84980000e-01  1.54802000e-04
  3.09683000e+05  7.84980000e-01  1.54990000e-04
  3.15655000e+05  7.84980000e-01  1.55179000e-04
  3.21743000e+05  7.84980000e-01  1.55454000e-04
  3.27949000e+05  7.84980000e-01  1.55949000e-04
  3.34274000e+05  7.84980000e-01  1.56446000e-04
  3.40721000e+05  7.84980000e-01  1.56944000e-04
  3.47292000e+05  7.84980000e-01  1.57444000e-04
  3.53990000e+05  7.84980000e-01  1.58252000e-04
  3.60818000e+05  7.84980000e-01  1.59275000e-04
  3.67777000e+05  7.84980000e-01  1.60305000e-04
  3.74870000e+05  7.84980000e-01  1.61341000e-04
  3.82100000e+05  7.84980000e-01  1.62553000e-04
  3.89469000e+05  7.84980000e-01  1.64196000e-04
  3.96981000e+05  7.84980000e-01  1.65854000e-04
  4.04637000e+05  7.84980000e-01  1.67773000e-04
  4.12442000e+05  7.84980000e-01  1.69877000e-04
  4.20396000e+05  7.84980000e-01  1.72006000e-04
  4.28504000e+05  7.84980000e-01  1.74163000e-04
  4.36769000e+05  7.84980000e-01  1.76346000e-04
  4.45193000e+05  7.84980000e-01  1.78557000e-04
  4.53779000e+05  7.84980000e-01  1.81113000e-04
  4.62531000e+05  7.84980000e-01  1.84119000e-04
  4.71452000e+05  7.84980000e-01  1.87175000e-04
  4.80544000e+05  7.84980000e-01  1.90282000e-04
  4.89812000e+05  7.84980000e-01  1.93441000e-04
  4.99259000e+05  7.84980000e-01  1.96651000e-04
  5.08888000e+05  7.84980000e-01  2.00430000e-04
  5.18703000e+05  7.84980000e-01  2.04325000e-04
  5.28707000e+05  7.84980000e-01  2.08296000e-04
  5.38904000e+05  7.84980000e-01  2.12343000e-04
  5.49298000e+05  7.84980000e-01  2.16470000e-04
  5.59892000e+05  7.84980000e-01  2.20677000e-04
  5.70691000e+05  7.84980000e-01  2.24965000e-04
  5.81698000e+05  7.84980000e-01  2.29337000e-04
  5.92917000e+05  7.84980000e-01  2.33794000e-04
  6.04352000e+05  7.84980000e-01  2.38493000e-04
  6.16008000e+05  7.84980000e-01  2.43549000e-04
  6.27889000e+05  7.84980000e-01  2.48712000e-04
  6.39999000e+05  7.84980000e-01  2.53984000e-04
  6.52342000e+05  7.84980000e-01  2.59321000e-04
  6.64924000e+05  7.84980000e-01  2.64771000e-04
  6.77748000e+05  7.84980000e-01  2.70336000e-04
  6.90820000e+05  7.84980000e-01  2.77657000e-04
  7.04143000e+05  7.84980000e-01  2.85531000e-04
  7.17724000e+05  7.84980000e-01  2.93629000e-04
  7.31567000e+05  7.84980000e-01  2.99252000e-04
  7.45676000e+05  7.84980000e-01  3.04438000e-04
  7.60058000e+05  7.84980000e-01  3.09721000e-04
  7.74717000e+05  7.84980000e-01  3.16893000e-04
  7.89659000e+05  7.84980000e-01  3.24230000e-04
  8.04889000e+05  7.84980000e-01  3.31527000e-04
  8.20412000e+05  7.84980000e-01  3.38529000e-04
  8.36235000e+05  7.84980000e-01  3.45678000e-04
  8.52364000e+05  7.84980000e-01  3.53378000e-04
  8.68803000e+05  7.84980000e-01  3.61375000e-04
  8.85559000e+05  7.84980000e-01  3.69554000e-04
  9.02639000e+05  7.84980000e-01  3.77982000e-04
  9.20048000e+05  7.84980000e-01  3.86972000e-04
  9.37793000e+05  7.84980000e-01  3.96176000e-04
  9.55880000e+05  7.84980000e-01  4.05598000e-04
  9.74315000e+05  7.84980000e-01  4.15245000e-04
  9.93107000e+05  7.84980000e-01  4.25121000e-04
  1.01226000e+06  7.84980000e-01  4.33992000e-04
  1.03178000e+06  7.84980000e-01  4.42330000e-04
  1.05168000e+06  7.84980000e-01  4.50829000e-04
  1.07197000e+06  7.84980000e-01  4.59491000e-04
  1.09264000e+06  7.84980000e-01  4.68319000e-04
  1.11372000e+06  7.84980000e-01  4.77317000e-04
  1.13520000e+06  7.84980000e-01  4.86488000e-04
  1.15709000e+06  7.84980000e-01  4.95835000e-04
  1.17941000e+06  7.84980000e-01  5.05362000e-04
  1.20215000e+06  7.84980000e-01  5.15072000e-04
  1.22534000e+06  7.84980000e-01  5.24968000e-04
  1.24897000e+06  7.84980000e-01  5.35055000e-04
  1.27306000e+06  7.84980000e-01  5.45335000e-04
  1.29761000e+06  7.84980000e-01  5.55813000e-04
  1.32264000e+06  7.84980000e-01  5.66492000e-04
  1.34815000e+06  7.84980000e-01  5.77377000e-04
  1.37415000e+06  7.84980000e-01  5.88470000e-04
  1.40065000e+06  7.84980000e-01  5.99777000e-04
  1.42767000e+06  7.84980000e-01  6.11300000e-04
  1.45520000e+06  7.84980000e-01  6.23046000e-04
  1.48327000e+06  7.84980000e-01  6.35016000e-04
  1.51188000e+06  7.84980000e-01  6.47217000e-04
  1.54104000e+06  7.84980000e-01  6.59653000e-04
  1.57076000e+06  7.84980000e-01  6.72327000e-04
  1.60105000e+06  7.84980000e-01  6.85245000e-04
  1.63193000e+06  7.84980000e-01  6.98411000e-04
  1.66341000e+06  7.84980000e-01  7.11830000e-04
  1.69549000e+06  7.84980000e-01  7.25506000e-04
  1.72819000e+06  7.84980000e-01  7.39446000e-04
  1.76152000e+06  7.84980000e-01  7.53653000e-04
  1.79549000e+06  7.84980000e-01  7.68134000e-04
  1.83012000e+06  7.84980000e-01  7.82892000e-04
  1.86542000e+06  7.84980000e-01  7.97934000e-04
  1.90140000e+06  7.84980000e-01  8.13266000e-04
  1.93807000e+06  7.84980000e-01  8.28891000e-04
  1.97545000e+06  7.84980000e-01  8.44817000e-04
  2.01355000e+06  7.84980000e-01  8.59984000e-04
  2.05238000e+06  7.84980000e-01  8.73442000e-04
  2.09197000e+06  7.84980000e-01  8.87111000e-04
  2.13231000e+06  7.84990000e-01  9.00994000e-04
  2.17344000e+06  7.84990000e-01  9.15095000e-04
  2.21536000e+06  7.84990000e-01  9.29416000e-04
  2.25808000e+06  7.85000000e-01  9.43961000e-04
  2.30164000e+06  7.85000000e-01  9.58733000e-04
  2.34603000e+06  7.85010000e-01  9.73737000e-04
  2.39127000e+06  7.85010000e-01  9.88976000e-04
  2.43739000e+06  7.85010000e-01  1.00445000e-03
  2.48440000e+06  7.85020000e-01  1.02017000e-03
  2.53232000e+06  7.85020000e-01  1.03614000e-03
  2.58116000e+06  7.85020000e-01  1.05235000e-03
  2.63094000e+06  7.85030000e-01  1.06882000e-03
  2.68168000e+06  7.85030000e-01  1.08555000e-03
  2.73340000e+06  7.85030000e-01  1.10254000e-03
  2.78612000e+06  7.85040000e-01  1.11979000e-03
  2.83986000e+06  7.85040000e-01  1.13732000e-03
  2.89463000e+06  7.85040000e-01  1.15511000e-03
  2.95046000e+06  7.85050000e-01  1.17319000e-03
  3.00736000e+06  7.85050000e-01  1.19155000e-03
  3.06537000e+06  7.85050000e-01  1.21020000e-03
  3.12449000e+06  7.85060000e-01  1.22914000e-03
  3.18475000e+06  7.85060000e-01  1.24837000e-03
  3.24617000e+06  7.85060000e-01  1.26791000e-03
  3.30878000e+06  7.85070000e-01  1.28775000e-03
  3.37259000e+06  7.85070000e-01  1.30790000e-03
  3.43764000e+06  7.85070000e-01  1.32837000e-03
  3.50394000e+06  7.85080000e-01  1.34916000e-03
  3.57152000e+06  7.85080000e-01  1.37028000e-03
  3.64040000e+06  7.85080000e-01  1.39172000e-03
  3.71062000e+06  7.85090000e-01  1.41350000e-03
  3.78218000e+06  7.85090000e-01  1.43562000e-03
  3.85513000e+06  7.85090000e-01  1.45809000e-03
  3.92948000e+06  7.85100000e-01  1.48091000e-03
  4.00527000e+06  7.85100000e-01  1.50408000e-03
  4.08252000e+06  7.85100000e-01  1.52762000e-03
  4.16125000e+06  7.85110000e-01  1.55153000e-03
  4.24151000e+06  7.85110000e-01  1.57581000e-03
  4.32332000e+06  7.85110000e-01  1.60047000e-03
  4.40670000e+06  7.85120000e-01  1.62551000e-03
  4.49169000e+06  7.85120000e-01  1.65095000e-03
  4.57832000e+06  7.85120000e-01  1.67679000e-03
