  Water ice, from Warren (1984), extended to X-rays by V. Zubko
  # lamda [mu]         n - 1              k
  2.88743761e-02  -6.57780000e-02  5.68186000e-02
  2.92768627e-02  -6.68094000e-02  5.87714000e-02
  2.96849782e-02  -6.78343000e-02  6.07930000e-02
  3.00987939e-02  -6.88494000e-02  6.28862000e-02
  3.05183073e-02  -6.98506000e-02  6.50520000e-02
  3.09437405e-02  -7.08340000e-02  6.72937000e-02
  3.13750960e-02  -7.17938000e-02  6.96146000e-02
  3.18124513e-02  -7.27220000e-02  7.20178000e-02
  3.22558854e-02  -7.36099000e-02  7.45064000e-02
  3.27054795e-02  -7.44339000e-02  7.70834000e-02
  3.31614051e-02  -7.51782000e-02  7.97521000e-02
  3.36236641e-02  -7.58011000e-02  8.25160000e-02
  3.40923445e-02  -7.61614000e-02  8.53007000e-02
  3.45676331e-02  -7.63808000e-02  8.79060000e-02
  3.50494334e-02  -7.67430000e-02  9.02283000e-02
  3.55380370e-02  -7.72377000e-02  9.26185000e-02
  3.60334474e-02  -7.78127000e-02  9.50782000e-02
  3.65356602e-02  -7.84222000e-02  9.76105000e-02
  3.70449941e-02  -7.90503000e-02  1.00218000e-01
  3.75613416e-02  -7.96890000e-02  1.02903000e-01
  3.80849249e-02  -8.03317000e-02  1.05669000e-01
  3.86158631e-02  -8.09724000e-02  1.08517000e-01
  3.91541567e-02  -8.16058000e-02  1.11452000e-01
  3.96999242e-02  -8.22279000e-02  1.14476000e-01
  4.02532893e-02  -8.28338000e-02  1.17590000e-01
  4.08143809e-02  -8.34248000e-02  1.20794000e-01
  4.13833333e-02  -8.40012000e-02  1.24110000e-01
  4.43000000e-02  -1.65590000e-01  1.64000000e-01
  4.51544000e-02  -1.63204000e-01  1.73668000e-01
  4.60253000e-02  -1.62651000e-01  1.84639000e-01
  4.69130000e-02  -1.62219000e-01  1.96599000e-01
  4.78178000e-02  -1.61452000e-01  2.09919000e-01
  4.87400000e-02  -1.58658000e-01  2.25326000e-01
  4.96800000e-02  -1.52161000e-01  2.40793000e-01
  5.06382000e-02  -1.44596000e-01  2.50311000e-01
  5.16149000e-02  -1.39932000e-01  2.58299000e-01
  5.26103000e-02  -1.37864000e-01  2.66440000e-01
  5.36250000e-02  -1.38204000e-01  2.76230000e-01
  5.46593000e-02  -1.38837000e-01  2.90304000e-01
  5.57135000e-02  -1.37522000e-01  3.07250000e-01
  5.67880000e-02  -1.34315000e-01  3.25178000e-01
  5.78833000e-02  -1.29633000e-01  3.43585000e-01
  5.89996000e-02  -1.22362000e-01  3.65993000e-01
  6.01376000e-02  -1.10707000e-01  3.85614000e-01
  6.12974000e-02  -9.77100000e-02  4.04654000e-01
  6.24796000e-02  -8.33960000e-02  4.23118000e-01
  6.36847000e-02  -6.79580000e-02  4.41180000e-01
  6.49129000e-02  -5.14180000e-02  4.58479000e-01
  6.61649000e-02  -3.18580000e-02  4.78130000e-01
  6.74410000e-02  -8.39300000e-03  4.97755000e-01
  6.87417000e-02  1.99300000e-02  5.14897000e-01
  7.00675000e-02  5.05300000e-02  5.23767000e-01
  7.14189000e-02  8.06400000e-02  5.29484000e-01
  7.27963000e-02  1.09800000e-01  5.32755000e-01
  7.42003000e-02  1.39440000e-01  5.33069000e-01
  7.56314000e-02  1.67100000e-01  5.29423000e-01
  7.70901000e-02  1.93200000e-01  5.25173000e-01
  7.85769000e-02  2.16950000e-01  5.17868000e-01
  8.00924000e-02  2.39610000e-01  5.09649000e-01
  8.16371000e-02  2.59670000e-01  5.03873000e-01
  8.32117000e-02  2.82200000e-01  4.99815000e-01
  8.48165000e-02  3.09920000e-01  4.99241000e-01
  8.64524000e-02  3.42720000e-01  4.89144000e-01
  8.81198000e-02  3.79200000e-01  4.72603000e-01
  8.98193000e-02  3.99930000e-01  4.31914000e-01
  9.15516000e-02  4.14390000e-01  3.86092000e-01
  9.33174000e-02  4.07930000e-01  3.57119000e-01
  9.51172000e-02  4.01610000e-01  3.41383000e-01
  9.69517000e-02  4.01070000e-01  3.30163000e-01
  9.88215000e-02  4.01590000e-01  3.19996000e-01
  1.00727000e-01  4.04580000e-01  3.07530000e-01
  1.02670000e-01  4.08180000e-01  2.94925000e-01
  1.04650000e-01  4.07170000e-01  2.78184000e-01
  1.06669000e-01  4.03970000e-01  2.60353000e-01
  1.08726000e-01  3.98060000e-01  2.48012000e-01
  1.10823000e-01  3.89890000e-01  2.42452000e-01
  1.12960000e-01  3.83540000e-01  2.39000000e-01
  1.15139000e-01  3.81060000e-01  2.40396000e-01
  1.17360000e-01  3.81660000e-01  2.43103000e-01
  1.19623000e-01  3.89510000e-01  2.45580000e-01
  1.21930000e-01  4.00360000e-01  2.39564000e-01
  1.24282000e-01  4.08590000e-01  2.21248000e-01
  1.26679000e-01  4.03630000e-01  1.99404000e-01
  1.29122000e-01  3.83790000e-01  1.77263000e-01
  1.31613000e-01  3.45850000e-01  1.78335000e-01
  1.34151000e-01  3.13690000e-01  2.04586000e-01
  1.36738000e-01  2.89440000e-01  2.61520000e-01
  1.39375000e-01  3.22280000e-01  3.45714000e-01
  1.42064000e-01  4.03590000e-01  3.95747000e-01
  1.44804000e-01  5.13680000e-01  3.92862000e-01
  1.47596000e-01  5.96280000e-01  3.32058000e-01
  1.50443000e-01  6.22690000e-01  2.46255000e-01
  1.53345000e-01  6.34820000e-01  1.90554000e-01
  1.56302000e-01  6.37550000e-01  1.22728000e-01
  1.59317000e-01  6.14340000e-01  4.78036000e-02
  1.62389000e-01  5.58900000e-01  1.15428000e-02
  1.65521000e-01  5.17310000e-01  2.57085000e-03
  1.68714000e-01  4.89480000e-01  5.56158000e-04
  1.71968000e-01  4.68970000e-01  1.17102000e-04
  1.75284000e-01  4.53130000e-01  2.37760000e-05
  1.78665000e-01  4.40280000e-01  4.69712000e-06
  1.82111000e-01  4.29200000e-01  8.77535000e-07
  1.85623000e-01  4.19920000e-01  1.53919000e-07
  1.89203000e-01  4.11770000e-01  8.87239000e-08
  1.92852000e-01  4.04710000e-01  6.24458000e-08
  1.96572000e-01  3.98450000e-01  4.64955000e-08
  2.00363000e-01  3.93090000e-01  3.74825000e-08
  2.04227000e-01  3.87760000e-01  3.15556000e-08
  2.08166000e-01  3.82440000e-01  2.69447000e-08
  2.12181000e-01  3.78290000e-01  2.35935000e-08
  2.16273000e-01  3.75120000e-01  2.12678000e-08
  2.20445000e-01  3.71960000e-01  1.96115000e-08
  2.24696000e-01  3.68730000e-01  1.79143000e-08
  2.29030000e-01  3.65510000e-01  1.64961000e-08
  2.33447000e-01  3.62310000e-01  1.53601000e-08
  2.37950000e-01  3.59130000e-01  1.45812000e-08
  2.42539000e-01  3.55910000e-01  1.39906000e-08
  2.47217000e-01  3.52680000e-01  1.35202000e-08
  2.51985000e-01  3.50070000e-01  1.32798000e-08
  2.56845000e-01  3.48320000e-01  1.32311000e-08
  2.61798000e-01  3.46560000e-01  1.31632000e-08
  2.66848000e-01  3.44790000e-01  1.30619000e-08
  2.71994000e-01  3.43010000e-01  1.29180000e-08
  2.77240000e-01  3.41230000e-01  1.27077000e-08
  2.82587000e-01  3.39460000e-01  1.23852000e-08
  2.88037000e-01  3.37720000e-01  1.19507000e-08
  2.93593000e-01  3.35940000e-01  1.15029000e-08
  2.99255000e-01  3.34130000e-01  1.10568000e-08
  3.05027000e-01  3.32940000e-01  1.00918000e-08
  3.10910000e-01  3.31830000e-01  9.17977000e-09
  3.16906000e-01  3.30750000e-01  8.55242000e-09
  3.23018000e-01  3.29650000e-01  8.06212000e-09
  3.29248000e-01  3.28530000e-01  7.69293000e-09
  3.35598000e-01  3.27390000e-01  7.27663000e-09
  3.42071000e-01  3.26240000e-01  6.81271000e-09
  3.48668000e-01  3.25120000e-01  6.25559000e-09
  3.55393000e-01  3.24300000e-01  5.55574000e-09
  3.62247000e-01  3.23530000e-01  4.86137000e-09
  3.69234000e-01  3.22690000e-01  4.19643000e-09
  3.76355000e-01  3.21900000e-01  3.66810000e-09
  3.83614000e-01  3.21100000e-01  3.31362000e-09
  3.91013000e-01  3.20300000e-01  3.08786000e-09
  3.98554000e-01  3.19540000e-01  2.86107000e-09
  4.06241000e-01  3.18840000e-01  2.62143000e-09
  4.14076000e-01  3.18190000e-01  2.40419000e-09
  4.22062000e-01  3.17600000e-01  2.22129000e-09
  4.30202000e-01  3.17010000e-01  2.07637000e-09
  4.38500000e-01  3.16430000e-01  1.93435000e-09
  4.46957000e-01  3.15880000e-01  1.64345000e-09
  4.55577000e-01  3.15350000e-01  1.53439000e-09
  4.64364000e-01  3.14840000e-01  1.53875000e-09
  4.73320000e-01  3.14340000e-01  1.57953000e-09
  4.82449000e-01  3.13870000e-01  1.67349000e-09
  4.91754000e-01  3.13410000e-01  1.80232000e-09
  5.01238000e-01  3.12960000e-01  1.93731000e-09
  5.10905000e-01  3.12530000e-01  2.15069000e-09
  5.20759000e-01  3.12120000e-01  2.28030000e-09
  5.30803000e-01  3.11720000e-01  2.56955000e-09
  5.41040000e-01  3.11320000e-01  2.94838000e-09
  5.51475000e-01  3.10940000e-01  3.13612000e-09
  5.62111000e-01  3.10570000e-01  3.33761000e-09
  5.72953000e-01  3.10210000e-01  3.66707000e-09
  5.84003000e-01  3.09870000e-01  4.35903000e-09
  5.95266000e-01  3.09520000e-01  5.31240000e-09
  6.06747000e-01  3.09180000e-01  6.49113000e-09
  6.18449000e-01  3.08860000e-01  8.29497000e-09
  6.30377000e-01  3.08540000e-01  1.04633000e-08
  6.42535000e-01  3.08230000e-01  1.27042000e-08
  6.54928000e-01  3.07920000e-01  1.53949000e-08
  6.67559000e-01  3.07620000e-01  1.83140000e-08
  6.80434000e-01  3.07320000e-01  2.10267000e-08
  6.93557000e-01  3.07020000e-01  2.56793000e-08
  7.06934000e-01  3.06730000e-01  3.26536000e-08
  7.20568000e-01  3.06450000e-01  4.04497000e-08
  7.34466000e-01  3.06160000e-01  4.56762000e-08
  7.48631000e-01  3.05880000e-01  5.73064000e-08
  7.63070000e-01  3.05600000e-01  7.51223000e-08
  7.77787000e-01  3.05320000e-01  9.81886000e-08
  7.92788000e-01  3.05040000e-01  1.22278000e-07
  8.08078000e-01  3.04760000e-01  1.38832000e-07
  8.23663000e-01  3.04480000e-01  1.43732000e-07
  8.39549000e-01  3.04200000e-01  1.50726000e-07
  8.55741000e-01  3.03920000e-01  2.00786000e-07
  8.72246000e-01  3.03630000e-01  2.79390000e-07
  8.89069000e-01  3.03350000e-01  3.86335000e-07
  9.06216000e-01  3.03050000e-01  4.34792000e-07
  9.23694000e-01  3.02770000e-01  4.87391000e-07
  9.41509000e-01  3.02460000e-01  5.60162000e-07
  9.59668000e-01  3.02170000e-01  7.49369000e-07
  9.78177000e-01  3.01850000e-01  1.08198000e-06
  9.97042000e-01  3.01540000e-01  1.52851000e-06
  1.01627000e+00  3.01220000e-01  2.15364000e-06
  1.03587000e+00  3.00890000e-01  2.33000000e-06
  1.05585000e+00  3.00550000e-01  2.04429000e-06
  1.07622000e+00  3.00200000e-01  1.76609000e-06
  1.09697000e+00  2.99840000e-01  1.70900000e-06
  1.11813000e+00  2.99480000e-01  1.80866000e-06
  1.13969000e+00  2.99100000e-01  2.24330000e-06
  1.16168000e+00  2.98700000e-01  3.16177000e-06
  1.18408000e+00  2.98290000e-01  5.15251000e-06
  1.20692000e+00  2.97870000e-01  8.00677000e-06
  1.23019000e+00  2.97430000e-01  1.13169000e-05
  1.25392000e+00  2.96980000e-01  1.30171000e-05
  1.27811000e+00  2.96500000e-01  1.33375000e-05
  1.30276000e+00  2.95990000e-01  1.31723000e-05
  1.32788000e+00  2.95460000e-01  1.32000000e-05
  1.35349000e+00  2.94910000e-01  1.40043000e-05
  1.37960000e+00  2.94310000e-01  1.57585000e-05
  1.40620000e+00  2.93650000e-01  2.28869000e-05
  1.43333000e+00  2.92900000e-01  1.01737000e-04
  1.46097000e+00  2.92300000e-01  2.88632000e-04
  1.48915000e+00  2.91780000e-01  5.28659000e-04
  1.51787000e+00  2.91240000e-01  5.02587000e-04
  1.54714000e+00  2.90620000e-01  4.27116000e-04
  1.57698000e+00  2.89910000e-01  3.25113000e-04
  1.60740000e+00  2.89010000e-01  2.59410000e-04
  1.63840000e+00  2.88130000e-01  2.35842000e-04
  1.67000000e+00  2.87180000e-01  2.00162000e-04
  1.70221000e+00  2.86150000e-01  1.70685000e-04
  1.73504000e+00  2.85040000e-01  1.49527000e-04
  1.76850000e+00  2.83750000e-01  1.38725000e-04
  1.80261000e+00  2.82480000e-01  1.30382000e-04
  1.83737000e+00  2.81040000e-01  1.23000000e-04
  1.87281000e+00  2.79390000e-01  1.56453000e-04
  1.90893000e+00  2.77480000e-01  4.88735000e-04
  1.94575000e+00  2.75990000e-01  1.16465000e-03
  1.98328000e+00  2.74620000e-01  1.62574000e-03
  2.02153000e+00  2.73200000e-01  1.56339000e-03
  2.06052000e+00  2.71460000e-01  1.28836000e-03
  2.10026000e+00  2.69330000e-01  8.26460000e-04
  2.14076000e+00  2.66590000e-01  4.59263000e-04
  2.18205000e+00  2.63410000e-01  2.96285000e-04
  2.22414000e+00  2.60020000e-01  2.25004000e-04
  2.26703000e+00  2.56050000e-01  2.21324000e-04
  2.31076000e+00  2.51720000e-01  3.25536000e-04
  2.35532000e+00  2.46870000e-01  4.86439000e-04
  2.40075000e+00  2.41220000e-01  5.93097000e-04
  2.44705000e+00  2.34690000e-01  6.81003000e-04
  2.49425000e+00  2.26770000e-01  7.89017000e-04
  2.54236000e+00  2.17130000e-01  8.49488000e-04
  2.59139000e+00  2.04660000e-01  9.40740000e-04
  2.64137000e+00  1.87230000e-01  1.94166000e-03
  2.69231000e+00  1.64780000e-01  4.58211000e-03
  2.74424000e+00  1.32850000e-01  1.11083000e-02
  2.79717000e+00  8.78000000e-02  2.74474000e-02
  2.85111000e+00  2.34600000e-02  7.08075000e-02
  2.90610000e+00  -3.73750000e-02  1.90406000e-01
  2.96215000e+00  2.42000000e-03  3.36656000e-01
  3.01928000e+00  7.28000000e-02  4.87479000e-01
  3.07751000e+00  3.27830000e-01  6.24110000e-01
  3.13687000e+00  5.55540000e-01  4.85772000e-01
  3.19737000e+00  6.49350000e-01  2.91863000e-01
  3.25904000e+00  6.10950000e-01  1.54136000e-01
  3.32189000e+00  5.57780000e-01  8.36852000e-02
  3.38596000e+00  5.14040000e-01  4.40622000e-02
  3.45126000e+00  4.76610000e-01  2.38255000e-02
  3.51783000e+00  4.48070000e-01  1.42235000e-02
  3.58568000e+00  4.26180000e-01  9.44774000e-03
  3.65483000e+00  4.09370000e-01  7.66333000e-03
  3.72532000e+00  3.95470000e-01  6.91620000e-03
  3.79717000e+00  3.84230000e-01  6.70954000e-03
  3.87041000e+00  3.74850000e-01  7.34151000e-03
  3.94505000e+00  3.66970000e-01  8.68508000e-03
  4.02114000e+00  3.60290000e-01  9.90104000e-03
  4.09870000e+00  3.54160000e-01  1.10951000e-02
  4.17775000e+00  3.48710000e-01  1.29144000e-02
  4.25832000e+00  3.43530000e-01  1.53598000e-02
  4.34045000e+00  3.39210000e-01  1.95646000e-02
  4.42416000e+00  3.38330000e-01  2.49185000e-02
  4.50949000e+00  3.40780000e-01  2.90321000e-02
  4.59646000e+00  3.46090000e-01  2.68426000e-02
  4.68512000e+00  3.44730000e-01  1.95120000e-02
  4.77548000e+00  3.41220000e-01  1.57984000e-02
  4.86758000e+00  3.36410000e-01  1.36552000e-02
  4.96146000e+00  3.31190000e-01  1.23514000e-02
  5.05715000e+00  3.25730000e-01  1.22845000e-02
  5.15469000e+00  3.20400000e-01  1.29866000e-02
  5.25410000e+00  3.14840000e-01  1.39141000e-02
  5.35544000e+00  3.08840000e-01  1.62850000e-02
  5.45873000e+00  3.02810000e-01  1.97304000e-02
  5.56401000e+00  2.96800000e-01  2.44696000e-02
  5.67132000e+00  2.91180000e-01  3.16414000e-02
  5.78070000e+00  2.86010000e-01  4.20790000e-02
  5.89219000e+00  2.88910000e-01  5.76323000e-02
  6.00583000e+00  2.97460000e-01  6.50939000e-02
  6.12167000e+00  3.07670000e-01  6.98196000e-02
  6.23973000e+00  3.16470000e-01  6.72603000e-02
  6.36008000e+00  3.21650000e-01  6.24396000e-02
  6.48274000e+00  3.20660000e-01  5.62657000e-02
  6.60777000e+00  3.17780000e-01  5.56490000e-02
  6.73522000e+00  3.17820000e-01  5.77576000e-02
  6.86512000e+00  3.19200000e-01  5.72244000e-02
  6.99752000e+00  3.19390000e-01  5.56015000e-02
  7.13248000e+00  3.19000000e-01  5.50000000e-02
  7.27004000e+00  3.18830000e-01  5.35414000e-02
  7.41026000e+00  3.17100000e-01  5.20000000e-02
  7.55318000e+00  3.15600000e-01  5.20000000e-02
  7.69885000e+00  3.15410000e-01  5.18828000e-02
  7.84734000e+00  3.15240000e-01  4.91280000e-02
  7.99869000e+00  3.13280000e-01  4.50198000e-02
  8.15296000e+00  3.08480000e-01  4.02843000e-02
  8.31020000e+00  3.00580000e-01  3.73257000e-02
  8.47048000e+00  2.92740000e-01  3.89352000e-02
  8.63385000e+00  2.86300000e-01  3.97188000e-02
  8.80037000e+00  2.79430000e-01  4.08903000e-02
  8.97010000e+00  2.72280000e-01  4.25020000e-02
  9.14310000e+00  2.64950000e-01  4.43097000e-02
  9.31944000e+00  2.56490000e-01  4.52286000e-02
  9.49918000e+00  2.46470000e-01  4.59066000e-02
  9.68239000e+00  2.32180000e-01  4.65666000e-02
  9.86913000e+00  2.14620000e-01  4.83019000e-02
  1.00595000e+01  1.90860000e-01  5.48424000e-02
  1.02535000e+01  1.63590000e-01  6.96978000e-02
  1.04512000e+01  1.31600000e-01  9.32920000e-02
  1.06528000e+01  1.00110000e-01  1.37595000e-01
  1.08583000e+01  8.76800000e-02  2.00186000e-01
  1.10677000e+01  1.01170000e-01  2.67271000e-01
  1.12812000e+01  1.34880000e-01  3.20601000e-01
  1.14987000e+01  1.75810000e-01  3.60136000e-01
  1.17205000e+01  2.21010000e-01  3.88879000e-01
  1.19466000e+01  2.68410000e-01  4.11012000e-01
  1.21770000e+01  3.18130000e-01  4.20999000e-01
  1.24118000e+01  3.67470000e-01  4.22000000e-01
  1.26512000e+01  4.13820000e-01  4.12853000e-01
  1.28952000e+01  4.56730000e-01  3.96722000e-01
  1.31439000e+01  4.93890000e-01  3.75386000e-01
  1.33974000e+01  5.22820000e-01  3.46730000e-01
  1.36558000e+01  5.45360000e-01  3.19518000e-01
  1.39192000e+01  5.64370000e-01  2.90323000e-01
  1.41876000e+01  5.76830000e-01  2.57837000e-01
  1.44613000e+01  5.79830000e-01  2.24989000e-01
  1.47402000e+01  5.78310000e-01  1.95422000e-01
  1.50245000e+01  5.70240000e-01  1.72958000e-01
  1.53143000e+01  5.60970000e-01  1.55320000e-01
  1.56096000e+01  5.51450000e-01  1.42784000e-01
  1.59107000e+01  5.43610000e-01  1.33909000e-01
  1.62175000e+01  5.36340000e-01  1.26977000e-01
  1.65303000e+01  5.32580000e-01  1.23989000e-01
  1.68491000e+01  5.32970000e-01  1.18461000e-01
  1.71741000e+01  5.33010000e-01  1.08969000e-01
  1.75053000e+01  5.28330000e-01  9.80570000e-02
  1.78430000e+01  5.22630000e-01  8.79162000e-02
  1.81871000e+01  5.16880000e-01  7.89233000e-02
  1.85379000e+01  5.08640000e-01  7.52561000e-02
  1.88954000e+01  5.00670000e-01  7.22775000e-02
  1.92598000e+01  4.97010000e-01  7.59203000e-02
  1.96313000e+01  4.99400000e-01  7.45354000e-02
  2.00099000e+01  5.01460000e-01  6.66780000e-02
  2.03958000e+01  4.98660000e-01  5.53726000e-02
  2.07892000e+01  4.91300000e-01  4.58775000e-02
  2.11902000e+01  4.82610000e-01  4.00475000e-02
  2.15989000e+01  4.73790000e-01  3.51680000e-02
  2.20154000e+01  4.64970000e-01  3.08830000e-02
  2.24400000e+01  4.55540000e-01  2.81187000e-02
  2.28728000e+01  4.45980000e-01  2.71946000e-02
  2.33140000e+01  4.37090000e-01  2.71444000e-02
  2.37636000e+01  4.28630000e-01  2.75601000e-02
  2.42219000e+01  4.20470000e-01  2.82922000e-02
  2.46891000e+01  4.12260000e-01  2.91430000e-02
  2.51653000e+01  4.03870000e-01  3.06375000e-02
  2.56506000e+01  3.95490000e-01  3.25634000e-02
  2.61453000e+01  3.87150000e-01  3.49045000e-02
  2.66496000e+01  3.78920000e-01  3.81904000e-02
  2.71636000e+01  3.70690000e-01  4.17856000e-02
  2.76875000e+01  3.62460000e-01  4.57193000e-02
  2.82215000e+01  3.54230000e-01  5.00233000e-02
  2.87658000e+01  3.45710000e-01  5.45925000e-02
  2.93206000e+01  3.36690000e-01  5.93055000e-02
  2.98861000e+01  3.27670000e-01  6.44254000e-02
  3.04625000e+01  3.18650000e-01  6.99874000e-02
  3.10500000e+01  3.09360000e-01  7.60720000e-02
  3.16489000e+01  2.97190000e-01  8.31895000e-02
  3.22593000e+01  2.85010000e-01  9.09729000e-02
  3.28815000e+01  2.72840000e-01  9.94845000e-02
  3.35156000e+01  2.59670000e-01  1.10281000e-01
  3.41620000e+01  2.44110000e-01  1.26372000e-01
  3.48209000e+01  2.30630000e-01  1.46101000e-01
  3.54925000e+01  2.19130000e-01  1.70330000e-01
  3.61770000e+01  2.10920000e-01  1.93479000e-01
  3.68748000e+01  2.03620000e-01  2.18195000e-01
  3.75860000e+01  1.99500000e-01  2.46202000e-01
  3.83109000e+01  1.96570000e-01  2.77198000e-01
  3.90498000e+01  1.98370000e-01  3.05475000e-01
  3.98029000e+01  2.00880000e-01  3.35765000e-01
  4.05706000e+01  2.05350000e-01  3.66454000e-01
  4.13531000e+01  2.10360000e-01  3.99723000e-01
  4.21506000e+01  2.16850000e-01  4.35353000e-01
  4.29636000e+01  2.26710000e-01  4.78639000e-01
  4.37922000e+01  2.50240000e-01  5.34706000e-01
  4.46368000e+01  2.84620000e-01  5.76844000e-01
  4.54977000e+01  3.27730000e-01  6.36036000e-01
  4.63752000e+01  4.18170000e-01  6.93961000e-01
  4.72696000e+01  5.41020000e-01  6.83082000e-01
  4.81813000e+01  6.07290000e-01  6.10520000e-01
  4.91106000e+01  6.21670000e-01  5.59414000e-01
  5.00578000e+01  6.30250000e-01  5.42979000e-01
  5.10232000e+01  6.51530000e-01  5.32038000e-01
  5.20073000e+01  6.77540000e-01  5.18019000e-01
  5.30103000e+01  7.05960000e-01  5.00399000e-01
  5.40327000e+01  7.40850000e-01  4.75541000e-01
  5.50748000e+01  7.67100000e-01  4.15687000e-01
  5.61371000e+01  7.55930000e-01  3.52760000e-01
  5.72198000e+01  7.04900000e-01  2.94813000e-01
  5.83233000e+01  6.28910000e-01  3.14147000e-01
  5.94482000e+01  5.93540000e-01  3.59975000e-01
  6.05948000e+01  5.93510000e-01  4.25363000e-01
  6.17635000e+01  6.35620000e-01  4.71533000e-01
  6.29547000e+01  6.80690000e-01  4.81839000e-01
  6.41689000e+01  7.20010000e-01  4.89395000e-01
  6.54065000e+01  7.62630000e-01  4.87792000e-01
  6.66679000e+01  8.06770000e-01  4.73609000e-01
  6.79538000e+01  8.39040000e-01  4.42562000e-01
  6.92644000e+01  8.59830000e-01  4.13666000e-01
  7.06002000e+01  8.74600000e-01  3.86629000e-01
  7.19619000e+01  8.84030000e-01  3.61237000e-01
  7.33498000e+01  8.92530000e-01  3.37506000e-01
  7.47645000e+01  8.98240000e-01  3.15312000e-01
  7.62064000e+01  9.03990000e-01  2.94643000e-01
  7.76762000e+01  9.03930000e-01  2.69773000e-01
  7.91743000e+01  9.03520000e-01  2.46695000e-01
  8.07014000e+01  8.99490000e-01  2.25582000e-01
  8.22578000e+01  8.91190000e-01  2.06266000e-01
  8.38443000e+01  8.82040000e-01  1.92983000e-01
  8.54614000e+01  8.72930000e-01  1.84025000e-01
  8.71097000e+01  8.65960000e-01  1.75857000e-01
  8.87897000e+01  8.60270000e-01  1.69336000e-01
  9.05022000e+01  8.54590000e-01  1.63056000e-01
  9.22477000e+01  8.49870000e-01  1.57503000e-01
  9.40268000e+01  8.45360000e-01  1.52239000e-01
  9.58403000e+01  8.41050000e-01  1.47540000e-01
  9.76888000e+01  8.37090000e-01  1.43637000e-01
  9.95729000e+01  8.33140000e-01  1.39837000e-01
  1.01493000e+02  8.31180000e-01  1.37349000e-01
  1.03451000e+02  8.29810000e-01  1.35250000e-01
  1.05446000e+02  8.28440000e-01  1.33183000e-01
  1.07480000e+02  8.27060000e-01  1.31148000e-01
  1.09553000e+02  8.25690000e-01  1.29143000e-01
  1.11666000e+02  8.24320000e-01  1.27170000e-01
  1.13819000e+02  8.22940000e-01  1.25226000e-01
  1.16014000e+02  8.21570000e-01  1.23313000e-01
  1.18252000e+02  8.20200000e-01  1.21428000e-01
  1.20533000e+02  8.19210000e-01  1.19475000e-01
  1.22857000e+02  8.19510000e-01  1.17235000e-01
  1.25227000e+02  8.19820000e-01  1.15037000e-01
  1.27642000e+02  8.20120000e-01  1.12880000e-01
  1.30104000e+02  8.20420000e-01  1.10764000e-01
  1.32613000e+02  8.20730000e-01  1.08688000e-01
  1.35171000e+02  8.21030000e-01  1.06650000e-01
  1.37778000e+02  8.21330000e-01  1.04651000e-01
  1.40435000e+02  8.21630000e-01  1.02689000e-01
  1.43144000e+02  8.21940000e-01  1.00764000e-01
  1.45904000e+02  8.22240000e-01  9.88748000e-02
  1.48718000e+02  8.22540000e-01  9.70212000e-02
  1.51587000e+02  8.23360000e-01  9.48183000e-02
  1.54510000e+02  8.24590000e-01  9.23607000e-02
  1.57490000e+02  8.25830000e-01  8.99667000e-02
  1.60528000e+02  8.27060000e-01  8.76348000e-02
  1.63624000e+02  8.28290000e-01  8.53633000e-02
  1.66780000e+02  8.29520000e-01  8.31507000e-02
  1.69996000e+02  8.30450000e-01  7.87609000e-02
  1.73275000e+02  8.31360000e-01  7.44481000e-02
  1.76617000e+02  8.32260000e-01  7.03714000e-02
  1.80023000e+02  8.32350000e-01  6.62282000e-02
  1.83495000e+02  8.31990000e-01  6.21828000e-02
  1.87034000e+02  8.31630000e-01  5.83846000e-02
  1.90642000e+02  8.30660000e-01  5.44316000e-02
  1.94319000e+02  8.29320000e-01  5.05257000e-02
  1.98066000e+02  8.27990000e-01  4.69001000e-02
  2.01886000e+02  8.26400000e-01  4.38878000e-02
  2.05780000e+02  8.24650000e-01  4.12706000e-02
  2.09749000e+02  8.22910000e-01  3.88095000e-02
  2.13794000e+02  8.21210000e-01  3.64824000e-02
  2.17918000e+02  8.19550000e-01  3.42874000e-02
  2.22121000e+02  8.17880000e-01  3.22244000e-02
  2.26405000e+02  8.16180000e-01  3.03152000e-02
  2.30771000e+02  8.14470000e-01  2.85390000e-02
  2.35222000e+02  8.12750000e-01  2.68668000e-02
  2.39759000e+02  8.11070000e-01  2.53592000e-02
  2.44383000e+02  8.09420000e-01  2.39810000e-02
  2.49096000e+02  8.07770000e-01  2.26777000e-02
  2.53901000e+02  8.06200000e-01  2.15435000e-02
  2.58797000e+02  8.04690000e-01  2.05397000e-02
  2.63789000e+02  8.03190000e-01  1.95827000e-02
  2.68876000e+02  8.01750000e-01  1.87598000e-02
  2.74062000e+02  8.00360000e-01  1.80437000e-02
  2.79348000e+02  7.98970000e-01  1.73550000e-02
  2.84736000e+02  7.97710000e-01  1.68470000e-02
  2.90227000e+02  7.96540000e-01  1.64814000e-02
  2.95825000e+02  7.95370000e-01  1.61238000e-02
  3.01530000e+02  7.94350000e-01  1.58368000e-02
  3.07346000e+02  7.93460000e-01  1.56101000e-02
  3.13274000e+02  7.92570000e-01  1.53867000e-02
  3.19316000e+02  7.91820000e-01  1.51809000e-02
  3.25474000e+02  7.91210000e-01  1.49914000e-02
  3.31752000e+02  7.90590000e-01  1.48042000e-02
  3.38150000e+02  7.89980000e-01  1.46194000e-02
